title,media
"Donald Trump 2020: Polls, news and on the issues",Donald Trump is the President of the United States and is a candidate in the 2020 US presidential election. Find out more about his bio and key issues.
President Donald J. Trump Has Delivered Record Breaking Results For The American People In His First Three Years In Office,PROMOTING ECONOMIC PROSPERITY FOR ALL: President Trump's pro-growth policies have led to an economic boom that is lifting up Americans of all ...
Letter from President Donald J. Trump to the Speaker of the House of Representatives,"The Honorable Nancy Pelosi Speaker of the House of Representatives Washington, D.C. 20515. Dear Madam Speaker: I write to express my strongest and most ..."
Donald Trump's 199 wildest lines of 2019,"(CNN) Man, what a decade! What's that? it's only been a year??? Over the past year, President Donald Trump has talked and talked and talked. He has talked at ..."
The 65 most outrageous lines from Donald Trump's longest campaign speech ever,"Even as the House was impeaching President Donald Trump, he was in the midst of a rowdy campaign rally in Michigan. The President, clearly both agitated by ..."
Donald Trump is impeached and faces trial in the US Senate,"Donald Trump has become the third US president in history to be impeached by the House of Representatives, setting up a trial in the Senate that will decide ..."
Donald Trump now has an obvious path to a second term,"The latest economic numbers -- 266000 jobs created in November, unemployment at a 50-year low -- make one thing very clear: President Donald Trump has a ..."
Macron refuses to back down after Trump attack,French President Emmanuel Macron made clear he was in no mood to back down following an extraordinary attack from President Donald Trump on Tuesday.
Donald Trump Is the Mad-King President Our Founders Feared Most,"WASHINGTON — Three and a half years after candidate Donald Trump bragged he could shoot someone in Fifth Avenue and not lose a vote, a lawyer for ..."
Donald Trump spends Christmas Eve railing against impeachment,"Donald Trump has launched *fresh* attacks on the congressional architects of his impeachment, even as the standoff intensified between Democrats in the US ..."
READ: Articles of impeachment against President Donald Trump,House Democrats on Tuesday unveiled two articles of impeachment against President Donald Trump that will serve as the basis for action by the House ...
Donald Trump keeps making history -- but not how he wants to,President Donald Trump is uniquely focused on his place in history. He's forever comparing himself to Abraham Lincoln or tweeting out -- as he did Friday ...
Donald Trump has become the third president in US history to be impeached. He's unlikely to be convicted,"The US House of Representatives has voted to impeach President Donald Trump, making him the third president in the history of the United States to be ..."
Thanos creator labels Donald Trump a 'pompous fool' after Avengers tweet,"Imitation, they say, is the most sincere form of flattery, but recycling pop culture for politics can backfire. On Tuesday, the creator of Thanos called US President ..."
Donald Trump Could Still Resign the Presidency | Time,"London is a retired partner for the law firm Paul, Weiss, Rifkind, Wharton & Garrison and the author of The Client Decides; he was a principal lawyer for Vice ..."
