title,media
Answer of President Donald J. Trump,The Articles of Impeachment submitted by House Democrats are a dangerous attack on the right of the American people to freely choose their President.
How people around the world see the U.S. and Donald Trump in 10 charts,"People around the world have differing assessments of the United States and its president, according to a new Pew Research Center study. On one hand, views ..."
Remarks by President Trump at Signing of the US-China Phase One Trade Agreement,East Room 11:51 A.M. EST PRESIDENT TRUMP: Thank you very much. Please. We greatly appreciate your joining us at this White House event. This is a very ...
"President Donald J. Trump's Vision for Peace, Prosperity, and a Brighter Future for Israel and the Palestinian People","President Trump recognizes it is time for a new approach to achieve peace, security, dignity, and opportunity for Israel and the Palestinian people."
Here's what we've learned from Trump's impeachment trial,"Two key Republican senators, Lisa Murkowski and Lamar Alexander, decided Friday to vote against hearing witnesses and seeking new evidence in President ..."
Trump launches fresh attack on Apple over privacy,"US President Donald Trump has launched a *fresh* attack on Apple. He tweeted that the company was refusing to unlock iPhones ""used by killers, drug dealers ..."
Remarks by President Trump on Iran,"Grand Foyer 11:28 A.M. EST THE PRESIDENT: As long as I am President of the United States, Iran will never be allowed to have a nuclear weapon."
"Trump, a late convert to cause, attends anti-abortion rally",WASHINGTON (AP) — President Donald Trump vowed to stand with anti-abortion activists Friday as he became the first sitting president to speak at the March ...
President Donald J. Trump Is Committed to Modernizing Environmental Policies and Paving the Way for Vital Infrastructure Improvements,President Donald J. Trump is modernizing environmental regulations to deliver infrastructure projects that will improve our communities.
Remarks by President Trump on the Killing of Qasem Soleimani,"Mar-a-Lago Palm Beach, Florida 3:13 P.M. EST THE PRESIDENT: Hello, everybody. Well, thank you very much. And good afternoon. As President, my highest ..."
How Donald Trump thinks about Iran,"On October 6, 1980 Donald Trump was interviewed by Rona Barrett, one of America's most famous gossip columnists, on NBC. It was several weeks before ..."
Trump’s Impeachment Brief Is a Howl of Rage,"Over the weekend, as the Senate prepared for the impeachment trial of Donald Trump, the newly appointed House impeachment managers and the president's ..."
The 44 weirdest lines from Donald Trump's first 2020 campaign rally,"Amid an ongoing debate in Washington over when, exactly, the impeachment trial will begin in the Senate -- and the continued fallout from the killing of Iranian ..."
