title,media
President Donald J. Trump Is Standing up for Our Nation's Law Enforcement Officers,"President Trump is supporting law enforcement and ensuring they have the tools, training, and information they need to protect our communities."
The 41 most shocking lines from Donald Trump's Baghdadi announcement,"On Sunday morning, President Donald Trump announced that ISIS leader Abu Bakr al-Baghdadi had died as a result of a US raid in northern Syria. And then he ..."
Texans respond to Donald Trump comparing impeachment probe to lynching,"The White House insisted Trump wasn't equating the impeachment probe to “one of our darkest moments in American history,” but Democrats said the president ..."
Did Donald Trump Just Self-Impeach?,"On Thursday, Trump didn't bother to contest the charge that he leaned on Ukraine to investigate Biden and his son. In fact, he did it again, live on camera, from ..."
Trump's private fury over impeachment spills into the public,"Washington (CNN) When President Donald Trump erupted in rage during two appearances Wednesday, it foreshadowed a dark and unsettled impeachment ..."
We now know exactly how Donald Trump is going to try to get reelected,"During Game 7 of the World Series on Wednesday night, President Donald Trump's campaign launched a seven-figure national ad buy -- a 30-second ..."
'Meltdown': Donald Trump's week of intense political peril,The 1000th day of a norm-busting presidency arrived this week. It was as chaotic and frightening as most of the rest.
"If You Didn’t Already Think Trump Was Unfit for Office, Syria and Ukraine Should Change Your Mind",The disasters in Ukraine and Syria prove once again that Trump's essential character rendered him unfit to be President from day one.
Trump's foul mood leads him deeper into darkness,"President Donald Trump is hardly acting like a very stable genius. Instead, his unleashed fury, fact-bending rants and persecution complex are conjuring an ..."
Trump switches permanent residence from New York to Florida,US President Donald Trump has announced he will make Florida his permanent home instead of Trump Tower in New York. He said he had been badly treated ...
Donald Trump's tricky maneuver,"Commentators this week focused on President Trump's invitation to China to investigate Joe Biden, the role of Rudy Giuliani, the White House's impeachment ..."
The Unraveling of Donald Trump,"As the impeachment inquiry intensifies, some associates of the president predict that his already erratic behavior is going to get worse."
Remarks by President Trump at Values Voter Summit,"Omni Shoreham Hotel Washington, D.C. October 12, 2019 6:47 P.M. EDT THE PRESIDENT: Well, thank you very much. (Applause.) Thank you very much."
Trump's losses mount in stunning day of setbacks,Washington (CNN) Five federal courts dealt blows to President Donald Trump on Friday just as the limits of his legal strategy to block an impeachment inquiry ...
The 41 most out-there lines from Donald Trump's Cabinet meeting,"On Monday, President Donald Trump held a Cabinet meeting. And, as often happens in these meetings, he spent the first half of the gathering monologuing ..."
Pro-Trump massacre video prompts media condemnation,American media groups have urged the White House to condemn a parody video showing the US president massacring media outlets and political rivals.
President Donald J. Trump Has Made it a Priority to Combat the Heinous Crime of Human Trafficking,"My Administration is committed to leveraging every resource we have to confront this threat, to support the victims and survivors, and to hold traffickers ..."
This 2016 map tweeted by Donald Trump is hugely misleading,"On Tuesday morning, President Donald Trump tweeted a 2016 map with the words ""Try to impeach this"" written across it."
President Donald J. Trump Is Working to Create a Future of Opportunity and Prosperity for All Americans,President Trump's criminal justice reforms offer Americans a second chance and keep our communities safe.
President Donald J. Trump's Healthcare Agenda Puts Seniors and American Patients First,"Since the beginning, President Trump has put patients first so every American has the highest quality of healthcare in the world."
President Trump's Historic Deregulation Is Benefitting All Americans,President Donald J. Trump has led historic deregulation efforts to roll back red tape that burdened Americans and stifled economic growth.
'Phony.' Donald Trump mocks 'emoluments' clause of U.S. Constitution that bans foreign gifts,President Donald Trump slams Constitution's “phony” Emoulments clause barring federal office holders from accepting gifts from foreign governments.
"Trump gets cheers, boos and 'lock him up' chants at World Series in DC",President Donald Trump received a mix of cheers and boos as he was shown to the crowd at the World Series.
Trump’s Dark Assumption About America,A dark assumption seems baked into Donald Trump's effort to strong-arm foreign leaders into unearthing dirt on Joe Biden: that Trump's reelection victory is in ...
Anonymous Trump official on tell-all book: Voters should know 'the truth',"The anonymous ""senior administration official"" who's writing a tell-all book on the Trump White House says voters should know ""the truth"" about President ..."
