title,media
"The impeachment case against Donald J. Trump, as it stands","The House held the last of its scheduled impeachment hearings Thursday, and we know three major things: 1) that President Trump asked a foreign government ..."
President Donald Trump ordered to pay $2M to collection of nonprofits as part of civil lawsuit,President Trump has been ordered by a New York State judge to pay $2 million to a group of nonprofit organizations as part of a settlement in a civil suit.
Judge tells Trump he's not a king -- the President is not so sure,"Donald Trump is not going to like his Constitution 101 lesson: ""Presidents are not kings."""
How Trump talks about women - and does it matter?,"With a number of women running to take on President Donald Trump in the 2020 election, the president's language about his opponents will undoubtedly be a ..."
The 40 wildest lines from Donald Trump's impromptu Friday press conference,It was a very frustrated President who greeted reporters Friday morning before jetting off to Atlanta. I went through the transcript of Trump's remarks -- they ...
Why you can't just trust the White House on Donald Trump's health,"President Donald Trump, according to the White House, made an unscheduled trip to Walter Reed hospital on Saturday for a ""quick exam and labs"" as the first ..."
New revelations put Trump on shakier ground,New transcripts of witness testimony and news reports revealing key details on the Ukraine scandal timeline show in vivid detail the way President Donald ...
Statement from President Donald J. Trump Regarding the Resignation of Bolivian President Evo Morales,The resignation yesterday of Bolivian President Evo Morales is a significant moment for democracy in the Western Hemisphere. After nearly 14 years and his.
President Donald J. Trump Is Committed to Supporting and Protecting Native American Women and Children Across The Country,"We remain committed to preserving and protecting Native American cultures, languages, and history, while ensuring prosperity and opportunity for all Native ..."
"Donald Trump, Meet Your Precursor",Andrew Johnson pioneered the recalcitrant racism and impeachment-worthy subterfuge the president is fond of.
President Donald J. Trump Is Delivering on His Promise to Make Healthcare Prices More Transparent,"Our healthcare system has long hidden the true cost of care, keeping critical information from patients and limiting competition."
President Donald J. Trump Is Appointing a Historic Number of Federal Judges to Uphold Our Constitution as Written,President Trump is transforming our judiciary–appointing a historic number of Federal judges who will interpret the Constitution as written.
Trump posted a picture of himself as Rocky. No one knows what to make of it,"The president's bizarre tweet prompted jokes about Russia, white insecurity and less-than-inspiring leadership."
US election 2020: Trump taunts 'little' Bloomberg to challenge him,"US President Donald Trump has taunted former New York City Mayor Michael Bloomberg, who has taken a key step towards joining the White House race."
Donald Trump Is All Alone in the White House,"Early in President Donald Trump's term, White House aides worried that he was spending too much time cocooned in the building. So they went to a senior ..."
How a Trump tweet shook impeachment hearing,"The curtain came up on day two of the House of Representatives' public impeachment hearings and, once again, the proceedings started off with a bang."
"Trump lives in the White House. So, why is he moving to Florida?","After a lifelong residency in New York City, President Donald Trump is officially trading in the skyscrapers of the Big Apple for the palm trees of the Sunshine ..."
'You can't let that happen to me!' Trump begs Kentucky fans to block defeat of GOP gov.,"President Donald Trump made a last minute push here for Gov. Matt Bevin, a strong Trump ally facing a tough re-election bid in a deep red state that should be a ..."
Donald Trump: is there anything sadder than a chump who thinks he’s a champ?,Oh dear. Was President Trump's tweet of his head digitally added on to the body of Rocky Balboa/Sylvester Stallone rather too psychologically revealing?
President Donald Trump Tweetstorm – The Saturday Edition,President Donald Trump Tweetstorm - The Saturday Edition.
Trump visits US troops in Afghanistan on Thanksgiving,President Donald Trump made an unannounced visit to US troops in Afghanistan - his first time in the country - for the Thanksgiving holiday. During the brief ...
What Trump wants from global trade,President Donald Trump's approach to international trade is driven to a large extent by his belief that the United States is being unfairly treated by other countries ...
"Donald Trump Jr., Debut Author, Sees Sales Bolstered by G.O.P. Allies","Boxes began arriving in early November at the Phoenix headquarters of Turning Point USA, a conservative student group with ties to the Trump family."
11 times Trump has ripped Jeff Sessions,Jeff Sessions' entrance into the Alabama Senate race could reignite a bitter personal feud between him and President Donald Trump. The President lambasted ...
Why US farmers are falling out of love with Donald Trump,Three stickers decorate a fire door inside the Siouxland Energy Co-operative of north-west Iowa. One with a green heart declares “I Love Ethanol”. Another ...
Trump lashes out at State Department employee ahead of public testimony,"President Donald Trump on Sunday lashed out at a State Department employee who is set to testify publicly this week before lawmakers, the latest in a series of ..."
Where Would Donald Trump Land on a List of Worst Presidents?,Public polls suggest Trump is among the least popular presidents of the modern era. But how will history remember him?
Donald Trump *definitely* didn't pay attention to the impeachment hearing,"Even as the public debate over his presidential future opened on Capitol Hill, President Donald Trump wasn't paying it any mind."
Donald Trump Jr. went to UCLA to decry ‘triggered’ liberals. He was heckled off the stage by the far right.,"Supporters from the ""America First"" faction of President Trump's vocal far-right base heckled Donald Trump Jr. at a book talk as part of a campaign to upend ..."
Trump's options for winning a second term are narrowing,The tumultuous impeachment hearings and the string of GOP election losses this fall underline the electoral risks Republicans are courting as they allow ...
Trump says FBI tried to 'overthrow the presidency',President made comment in response to reports FBI lawyer is suspected of altering document related to surveillance Carter Page.
