title,media
President Donald J. Trump's Great American Comeback Story,President Donald J. Trump has worked to deliver a new era of American strength and prosperity.
Remarks by President Trump in Meeting with African American Leaders,"Cabinet Room February 27, 2020 5:22 P.M. EST THE PRESIDENT: Well, I want to thank you very much. We're here with some of the black leaders of our ..."
Trump seeks a 'miracle' as virus fears mount,"Washington (CNN) President Donald Trump is hoping for a ""miracle"" that will make the coronavirus disappear but tanking stock markets and signs the disease is ..."
President Donald J. Trump Is Taking A Historic Step To Achieve Peace In Afghanistan And Bring Our Troops Home,PATHWAY TO PEACE IN AFGHANISTAN: President Donald J. Trump is following through on his promise and taking a decisive step to achieve negotiated ...
"Remarks by President Trump, Vice President Pence, and Members of the Coronavirus Task Force in Press Conference","James S. Brady Press Briefing Room February 26, 2020 6:37 P.M. EST THE PRESIDENT: Thank you very much, everybody. Thank you very much. Before I ..."
The Historic Results Of President Donald J. Trump's Economic Agenda,President Trump has reversed the failed economic policies of old and ushered in a new era of economic prosperity for the United States.
President Donald J. Trump Is Strengthening Our Strategic Partnership With India,President Donald J. Trump visited India this week to build on the vital partnership between our two nations.
Donald Trump's Friday night middle-finger to his critics,"Freed from the yoke of impeachment, President Donald Trump did what he does best on Friday night: Exacted revenge on his enemies."
Are We Ready for Trump 2.0?,"After his acquittal in the Senate, the president may double down on the same behavior that led to his impeachment in the first place."
"Build the wall? Travel ban? Tax cuts? After Trump's State of the Union, here's where he stands on promises","President Trump used his State of the Union address to argue for his reelection, claiming success in delivering on promises, especially the economy."
"If you thought Donald Trump was wild before, just wait","When President Bill Clinton was acquitted by the Senate following an impeachment trial in 1999, he apologized to the American public for his conduct."
President Donald J. Trump Is Rebuilding Our Military And Protecting America's Interests Abroad,President Trump has taken bold and decisive action to confront the threat of terrorism and protect American lives.
The mystery of Donald Trump's 'photoshopped' tan-face picture,"Over the weekend, a tweeted photo of President Donald Trump made the social media rounds. In it, Trump is captured walking on the South Lawn of the White ..."
Donald Trump was right. The system is rigged.,"The big takeaway from the impeachment and trial: The President can do as he damn well pleases and, when forced to take a stand, lots of senators will let him, ..."
Donald Trump’s war on coronavirus is just his latest war on truth,"The president is reacting the way authoritarians always do – by covering up the facts and dodging the blame, says Guardian columnist Jonathan Freedland."
Why Donald Trump keeps messing with the Democratic presidential race,President Donald Trump just can't keep out of the Democratic presidential race.
Trump says additional American coronavirus cases 'likely' as US confirms first death,"The Trump administration on Saturday announced new travel restrictions after confirmation of the first coronavirus death in the US, with President Donald Trump ..."
Remarks by President Trump in State of the Union Address,"U.S. Capitol Washington, D.C. 9:06 P.M. EST THE PRESIDENT: Thank you very much. Thank you. Thank you very much. Madam Speaker, Mr. Vice President, ..."
President Donald Trump Tweetstorm – The Sunday Edition,President Donald Trump praises his friends and lambastes his foes in his regular weekend communications via Twitter.
Donald Trump emboldened to seek vengeance after acquittal,"Just before voting to acquit Donald Trump in his impeachment trial last month, Susan Collins, a Republican senator, said she believed the US president had ..."
Why Donald Trump's 'Kansas' mistake absolutely matters,"Soon after the Kansas City Chiefs won the Super Bowl on Sunday night, the President of the United States tweeted this:"
The 35 most eye-popping lines from Donald Trump's New Hampshire rally,"On Monday night, in an attempt to barge in on the coverage of Tuesday's New Hampshire Democratic primary, President Donald Trump held a campaign rally in ..."
What Would Happen If Trump Refused to Leave Office?,"If Donald Trump is defeated in November 2020, his presidency will end on January 20, 2021. If he is reelected, then, barring other circumstances such as ..."
President Donald Trump holding rally in North Charleston,President Donald Trump is expected to hold a rally in North Charleston next week.
"Prepare to Meet Donald Trump, Defender of Democracy",The president's re-election campaign may offer some surprises in its pitch to American voters.
Remarks by President Trump in Press Conference,"ITC Maurya New Delhi, India 12:55 P.M. IST THE PRESIDENT: Thank you very much. Please. So we had a couple of really great days in India. Prime Minister."
Trump impeachment trial: What acquittal means for 2020 election,Trump's trial has already had an impact on the main parties. It could affect the election even more.
Trump's revenge vs. Trump's rewards,Maybe the most insidious effect of Donald Trump's presidency has been his increasingly overt influence on American justice.
President Donald J. Trump Is Committed To Creating Opportunity For All,The booming economy is lifting millions of Americans out of poverty and providing all people with the opportunity for a brighter future.
Donald Trump's fundamentally un-American 'Parasite' critique,"(CNN) Donald Trump isn't a fan of ""Parasite."" ""How bad were the Academy Awards this year, did you see? 'And the winner is ... a movie from South Korea,'"" said ..."
The world is bracing for what another four years of Trump could look like,"Munich, Germany (CNN) What will a second Donald Trump presidential term look like -- if it happens? That was the thought in many delegates' minds as they ..."
President Donald J. Trump Has Championed Reforms That Are Providing Hope to Forgotten Americans,"Our roaring economy has, for the first time ever, given many former prisoners the ability to get a great job and a *fresh* start. This second chance at life is made ..."
These people could make Trump's life miserable,"Sign up to get our new weekly column as a newsletter. We're looking back at the strongest, smartest opinion takes of the week from CNN and other outlets."
Trump updates media after first US coronavirus death,President Donald Trump updates the media following the first confirmed death in the US due to the coronavirus. Although the President referred to the patient as ...
"Sex, Lies and Prenups: Donald Trump's Timeless Wisdom on Love","Donald Trump's many books are ostensibly about business and the business of being him. They are chock-full, too, though, with love advice. There's a good ..."
8 very good things that happened to Donald Trump this week,President Donald Trump is in the midst of his best week of the year and one of the best weeks of his entire presidency.
The Corrosion of World Order in the Age of Donald Trump,"Can the world still work together to address today's most pressing global challenges? A broken economic order, Trump's incoherent foreign policy, and the ..."
Donald Trump’s Strange and Dangerous ‘Absolute Rights’ Idea,This is a profound misunderstanding of the American constitutional system.
A look at the Coloradans supporting Donald Trump and why they adore the president,"President Donald Trump and his reelection campaign see Colorado as a top 2020 target, dismissing polls suggesting he has a big hill to climb if he wants to ..."
Donald Trump Jr. just said something unreal about Democrats and the coronavirus,"Donald Trump Jr. is Donald Trump in extremis. If the President pushes boundaries, his oldest son crashes through them with glee."
