title,media
"Sen. Elizabeth Warren earned nearly $2 million consulting for corporations and financial firms, records show",Sen. Elizabeth Warren (D-Mass.) earned nearly $2 million working as a consultant for corporations and financial firms while she was a law professor at Harvard ...
Elizabeth Warren Seeks a Second Act After Slip From the Top,"She is taking on Pete Buttigieg directly, whacking at Mike Bloomberg and emphasizing her gender as the top woman left in the race."
What is happening with Elizabeth Warren?,"Less than two months ago, it looked as though Elizabeth Warren might just run away with the 2020 Democratic presidential nomination."
Elizabeth Warren’s brothers are a silent fixture of her campaign,"The men are Warren's older brothers — Don Reed Herring, John Herring and David Herring — and, at nearly every campaign stop, she introduces herself to ..."
Who is Elizabeth Warren?,Elizabeth Warren is a second-term U.S. senator from Massachusetts making her first run for the presidency. Coming from a progressive who favors “Medicare for ...
"Warren's origin story, her mother and THE dress, comes home","OKLAHOMA CITY (AP) — Elizabeth Warren lets the dramatic tension build as she begins the foundational story of her biography, the one about her mother and ..."
"Elizabeth Warren releases medical exam results, doctor says she is 'very healthy'","Elizabeth Warren's presidential campaign on Friday released the results of the senator's most recent annual physical exam, as well as a letter from her doctor ..."
Elizabeth Warren's Journey From 'Pro-Business' Academic To Consumer Advocate,"When Elizabeth Warren arrived in Austin to teach law school at the University of Texas in the 1980s, colleagues say she was nothing close to the unapologetic ..."
Warren Urges Democrats to ‘Imagine’ a Better America (and Her as President),BOSTON — Marking a year since she began her campaign for president and seeking to frame the final five-week sprint to Iowa where much of her candidacy ...
Young voter asks Elizabeth Warren emotional question about acceptance,"For nearly 11 months, 2020 presidential candidate Elizabeth Warren has conducted most of her campaign events in a similar style: she introduces herself to the ..."
"Elizabeth Warren Returns to Oklahoma, Stressing Working-Class Roots",It was a personal and political homecoming at a key moment in Ms. Warren's candidacy. Her monthslong rise in national polling has stalled in recent weeks.
"Elizabeth Warren Has a Plan, Oh My","She's the candidate with a plan for everything: That's Elizabeth Warren's brand. But even that sells her ambitions short, as we discovered after a tour of her ..."
‘Call Me Elizabeth’: Inside the Hours Elizabeth Warren Spends on the Phone,"She makes time to talk to kids, celebrities and state legislators. She's not asking for money. She just wants to say hello — and to court good will."
"Elizabeth Warren is now the lone female candidate at the top of the 2020 field, and she wants you to know it",It was Elizabeth Warren's inaugural trip to Iowa as a presidential hopeful.
Elizabeth Warren to Meet With Native American Leaders in Oklahoma,"Senator Elizabeth Warren of Massachusetts will meet with several Native American tribes in Oklahoma on Sunday morning, continuing her efforts to reach out to ..."
Elizabeth Warren gifts campaign with costly gaffes,"Merry Day-After-Christmas! So, how'd you make out? Did you get that new iPhone you wanted? The diamond jewelry? A functioning ICBM? (Lookin' at you, Lil' ..."
The steep odds against Elizabeth Warren’s big 2020 ideas,"Elizabeth Warren is suddenly having a harder time selling her big ideas in the Democratic primary. As president, she'd have an even tougher time convincing ..."
Elizabeth Warren walks 6.6 miles a day and listens to fiction audiobooks to unwind,"Walking is a big part of Sen. Elizabeth Warren's routine. The Democratic presidential candidate told Rolling Stone she walks several miles each day, unless ""the ..."
Elizabeth Warren has two big problems,"In a genial but deceptively tough interview, CNBC's John Harwood reveals a dilemma at the heart of Sen. Elizabeth Warren's (D-Mass.) recent fall in the national ..."
Elizabeth Warren’s opponents say she used to be a ‘corporate lawyer.’ Here’s what she actually did.,"Sen. Elizabeth Warren often rails against big corporate executives on the campaign trail. But during her days as a bankruptcy law professor, she took side jobs ..."
"In a rhetorical shift, Elizabeth Warren emphasizes 'choice' on health care","Sen. Elizabeth Warren has been using new, notable language at her town halls to describe the transition into ""Medicare for All"" -- saying, under her plan, it would ..."
Warren redirects debate remark about her age: She'd be 'the youngest woman ever inaugurated',Sen. Elizabeth Warren drew considerable applause during Thursday's Democratic presidential debate when she redirected a comment about her age and the ...
My dream candidate exists – and her name is Elizabeth Warren,"She's overcome misogyny, billionaires' wrath, and media smears to get to the front of the race, and she brings a special brand of Big Structural Mom Energy."
Elizabeth Warren has ‘a plan for that’ — more than 50 expensive ones,"The latest tally: 15 new or expanded revenue-generating measures that Warren says would raise more than $21 trillion over 10 years, an amount equal to a little ..."
Warren claps back at moderator's age question,2020 Democratic presidential candidate Elizabeth Warren gives a strong retort when asked about her age at the PBS NewsHour/POLITICO debate.
Elizabeth Warren releases new anti-corruption campaign ad in Iowa,"Sen. Elizabeth Warren's presidential campaign released a new ad on Monday that zeroed in on the line of attack she used against South Bend, Indiana, Mayor ..."
Elizabeth Warren's once surging campaign mixes it up as she faces a winter cold front,"Des Moines, Iowa (CNN) Elizabeth Warren is trying something different. As she took the mic in Marion, Iowa, on the Sunday after Thanksgiving, Warren told the ..."
"For Elizabeth Warren, government can fix society's problems","(CNN) Sen. Elizabeth Warren has big plans for America. If she's elected president, the Massachusetts senator would provide free health care for everyone."
Democratic candidate Elizabeth Warren releases a $10.7 trillion plan to create 10.6 million green jobs,"Sen. Elizabeth Warren, D-Mass., released a $10.7 trillion plan on Friday that would rebuild the economy using ""100% clean energy"" and create 10.6 million ..."
Elizabeth Warren: Parents Should Do More if They’re Unhappy With Their Kids’ Schools,A video released by the country's largest national teachers union featuring Elizabeth Warren offering a full-throated defense of traditional public schools has put ...
Elizabeth Warren campaign to hold star-studded fundraiser in Los Angeles as Harris exits stage,"Sen. Elizabeth Warren, D-Mass., is set to host her first campaign fundraiser in the Los Angeles area Saturday. And while Warren won't be there -- she'll be ..."
Elizabeth Warren: The Rolling Stone Interview,"It's late November at the Val Air Ballroom in West Des Moines, Iowa, a Forties dance hall converted from a World War I tire factory with ancient plumbing and a ..."
Elizabeth Warren’s Turning Point,"Today's episode, Part 3 in our series on the Democratic presidential candidates, told the story of the moment that Elizabeth Warren went from academic to ..."
"Cramer: Many billionaires might have actually supported Elizabeth Warren, but she blew it","""She's scared people, and that's why I think people are flocking to other candidates,"" Jim Cramer says of Sen. Warren."
Memo from 1990s pollution case shows Elizabeth Warren in action as corporate consultant,The presidential candidate's past role on behalf of a real estate company trying to avoid paying for a toxic site cleanup contrasts with her present-day image as ...
"Elizabeth Warren opens campaign offices, hires staff in Washington state before March primary","Elizabeth Warren is making a play for Washington, opening campaign offices and hiring paid staff before the state's March 10 presidential primary. Warren's ..."
"Elizabeth Warren is preparing a plan to ban mega mergers, allow gig workers to unionize",The legislation would bar mergers involving a company with over $40 billion in annual sales and grant gig workers the power to unionize.
"Sen. Elizabeth Warren asked black women to hold her accountable, so they did",Opinion: White House hopeful Elizabeth Warren asked black women to call out her privilege - and they did within minutes on her plan to dismantle school choice ...
Elizabeth Warren Attacks Pete Buttigieg’s Private Fund-Raisers: ‘Open Up the Doors’,"BOSTON — Senator Elizabeth Warren on Thursday called on Mayor Pete Buttigieg, a rival for the Democratic presidential nomination, to open his campaign ..."
Elizabeth Warren wants you to know she takes selfies,Student debt. Drug pricing. Parental leave. What do these things have in common? Sen. Elizabeth Warren's ability to link them to selfies. Advertisement.
This ETF should tell you if Elizabeth Warren has a chance in 2020 or not,"Those in search of a real-time, market-based way to make money on Warren's nomination odds should track one health-care ETF, Jefferies says."
"A new Warren surrogate gingerly takes the stage: ‘Hi, I’m Elizabeth’s husband’","This week, Senator Elizabeth Warren's presidential campaign rolled out a new and exceedingly low-key surrogate: Her husband, Bruce Mann, who up until now ..."
Hundreds of Obama alumni endorse Elizabeth Warren,"Hundreds of veterans of Barack Obama's campaigns and administration have signed on to endorse Sen. Elizabeth Warren for president, as multiple Democratic ..."
"Warren Backs Down on Medicare for All, Now Says It’s a ‘Choice’","Democratic presidential candidate Elizabeth Warren is starting to back away from a full-blown Medicare for All plan on the campaign trail, as she faces increased ..."
Elizabeth Warren's campaign is 30% behind in quarterly fundraising 4 days before deadline - Business Insider,"The campaign said it was doing ""something different"" as it ""probably won't"" raise as much as last quarter by the December 31 FEC reporting deadline."
How Elizabeth Warren's Bankruptcy Research Sparked Her Progressive Politics : The NPR Politics Podcast,"This week, the NPR Politics Podcast investigates defining moments in the lives of four top Democratic presidential candidates to understand how those ..."
