title,media
Elizabeth Warren: Where She Stands,"See Elizabeth Warren's position on immigration, healthcare, gun control and more election 2020 issues."
How Elizabeth Warren Raised Big Money Before She Denounced Big Money,"Ms. Warren wooed wealthy donors for years, stockpiling money from fund-raisers, and has used $10.4 million from her 2018 Senate race to underwrite her 2020 ..."
A cold call from someone she never met changed Elizabeth Warren's life. It was Harry Reid.,Former Senate Majority Leader Harry Reid has given Massachusetts Sen. Elizabeth Warren a boost at key points in her career. Now she's a leading contender ...
Elizabeth Warren’s Working-Class Problem,This article is part of David Leonhardt's newsletter. You can sign up here to receive it each weekday. Boston's North Shore seems as if it should be prime ...
5 reasons why Elizabeth Warren has the best chance to beat Donald Trump,"In a Democratic field so large, every candidate has had a hard time making their mark. Here's how Sen. Elizabeth Warren has been able to stand out."
Does Elizabeth Warren Have a Critical Vulnerability?,"ORLEANS, Mass. — I have voted two times for Elizabeth Warren to represent Massachusetts in the Senate. I would certainly vote for her for president over ..."
Elizabeth Warren's long path from Oklahoma to Harvard,"On the campaign trail, Elizabeth Warren rarely mentions her two-plus decades teaching at Harvard, preferring to dwell on her humble roots in rural Oklahoma."
Elizabeth Warren’s Fans Aren’t Naive About Her Plans,"At a New York City rally, supporters of the senator from Massachusetts expressed a deep skepticism that her agenda is truly achievable."
Inside Elizabeth Warren's Selfie Strategy,Candidates snapping selfies with voters is not new. But Warren has elevated an old shtick into the centerpiece of her digital strategy.
Exclusive: Elizabeth Warren's husband has stayed out of the spotlight. Now he's opening up about their 2020 'adventure',"As Elizabeth Warren's candidacy for president caught fire this summer, so did images of her seemingly endless energy: running on to the stage at campaign ..."
Democratic Opponents Search for Plan Against Elizabeth Warren,"Elizabeth Warren is building a broad coalition of Democratic voters, and her rivals are taking notice. But so far, they are still testing out ways to undercut her ..."
Hear how Elizabeth Warren met her husband,2020 Democratic presidential candidate Elizabeth Warren and her husband Bruce Mann share the story of how they met with CNN's MJ Lee.
Elizabeth Warren doesn't have a K-12 plan. Here's what her record tells us.,"On hot-button issues that have divided Democrats, like charters and testing, Elizabeth Warren has offered a little something for everyone."
"Elizabeth Warren, at Washington Sq. Park Rally, Promises to Take On Corruption","Senator Elizabeth Warren of Massachusetts brought her ascendant presidential campaign to New York City on Monday night, unspooling a forceful argument for ..."
The question Elizabeth Warren won’t answer,The Democratic candidate for president keeps being asked whether she would raise middle-class taxes to pay for Medicare-for-all and declines to answer.
Can Elizabeth Warren win? CBS News Battleground Tracker 2020 poll shows rise in voters who think the Massachusetts senator can beat Trump,A new CBS News Battleground Tracker poll shows Elizabeth Warren attracts more enthusiasm than any other Democratic candidate.
The Question Elizabeth Warren Doesn’t Want to Answer,"For the fourth time in three presidential debates, Senator Elizabeth Warren of Massachusetts in Houston on Thursday faced a variation of the same question from ..."
"How Electable Is Elizabeth Warren, Anyway?","Elizabeth Warren is not leading the polls (yet), but she is on a trajectory to win the Democratic presidential nomination. How strong a candidate would she be ..."
