title,media
"Elizabeth Warren, Once a Front-Runner, Drops Out of Presidential Race","CAMBRIDGE, Mass. — Senator Elizabeth Warren entered the 2020 race with expansive plans to use the federal government to remake American society, ..."
Elizabeth Warren assessing campaign's future after poor showing on Super Tuesday,"Sen. Elizabeth Warren is assessing her presidential campaign's path forward on Wednesday, one of her aides tells CNN, after a disappointing performance on ..."
"After Losses on Super Tuesday, Elizabeth Warren Reviews Her Options",DETROIT — Senator Elizabeth Warren faced an uncertain path forward on Wednesday after a Super Tuesday performance that fell below her campaign's ...
‘America Needs Her’: Readers React to Elizabeth Warren’s Exit,"The news led to an outpouring of reactions across America, on social media, and in our comments section."
What Went Wrong for Elizabeth Warren,"It was the night before Super Tuesday, and Elizabeth Warren was hanging in there. Bernie Sanders had just held a massive Los Angeles rally with…"
Why Elizabeth Warren Lost,The failure of Warren's campaign merits a nuanced discussion that goes beyond sexism.
Why Elizabeth Warren thinks she can still win the nomination,"CHARLESTON, S.C. — Elizabeth Warren can win debates, but not states: There's a chance she will walk away from Super Tuesday having not carried any of the ..."
How the sting of an Elizabeth Warren defeat felt different for young women,Warren's candidacy struck an all-too-familiar note for many as hopes faded for a highly qualified contender: 'What more could she have done?'
Sen. Elizabeth Warren talks endorsement as Democratic primary officially becomes two-person race,"After Hawaii Rep. Tulsi Gabbard exited the race on Thursday and the Democratic primary officially becomes a two-person race, voters are eagerly waiting to see ..."
Why Elizabeth Warren Won't Be the Democratic Nominee,"The country still doesn't know what to make of a woman—in politics, and beyond—who refuses to qualify her success."
Elizabeth Warren for President open-sources its 2020 campaign tech,"Democratic senator Elizabeth Warren may have ended her 2020 presidential run, but the tech used to drive her campaign will live on. Members of her staff ..."
"It's Time, Senator Warren","""Persisting"" has been Elizabeth Warren's battle cry, writes Eileen McNamara. But her battle for the Democratic nomination is over."
Elizabeth Warren Is Unlikely to Endorse Bernie Sanders. Here’s Why.,"Senator Elizabeth Warren, whose endorsement became highly coveted in the Democratic presidential race after she dropped out last week, is unlikely to ..."
Elizabeth Warren ends presidential campaign,"2020 Democratic presidential candidate Sen. Elizabeth Warren is ending her campaign, a source familiar with her plans tells CNN."
How Elizabeth Warren lost the White House but became the president of U.S. ideas | Will Bunch,"A glass ceiling kept Sen. Elizabeth Warren out of the presidency, but she still won the war of ideas on free college and bailing out the middle class."
The Atlantic Politics Daily: Elizabeth Warren Was Punished for Her Competence,"Some theories from strategists and analysts about what went wrong in Elizabeth Warren's presidential run. Plus: Obama hasn't endorsed, and probably won't ..."
Why Massachusetts Voters Turned Their Backs On Elizabeth Warren,"In the end, it seems likely that voters in her home state relied less on gut feelings than on cool calculations. Massachusetts still loves Elizabeth Warren, writes ..."
"Elizabeth Warren was the ideal candidate, but there was only one problem… she was a woman","In the US, it still seems that a smart, well-qualified hopeful must always lose to an ageing white man."
'What More Does a Woman Have to Do?' Elizabeth Warren's Donors Share Their Frustrations With Her Exit,Nearly half a million women contributed to Elizabeth Warren's campaign with the hopes that she would become the first female President.
"Elizabeth Warren isn’t finished. Her ideas won’t go away, and neither will she.","Yes, sexism hurt Warren. But so did her mishandling of the health-care issue."
Elizabeth Warren’s Ranting Resumes,The fight against the coronavirus is 'favoring' no one.
Elizabeth Warren voted for the Senate coronavirus relief bill. She says it remains ‘insufficient.’,"Sen. Elizabeth Warren joined her colleagues to pass the Senate coronavirus relief bill, even though she believes it falls short of what's needed to respond to the ..."
‘Milwaukee is the final play’: What the Elizabeth Warren campaign is saying headed into Super Tuesday,"Through the first four 2020 presidential primary contests, Sen. Elizabeth Warren has yet to win a state. In fact, she hasn't even come in second. Headed into ..."
Best moments of Elizabeth Warren's presidential campaign,"The Warren campaign is over, but at least Bailey got a (stolen) burrito. CNN's Jeanne Moos reports on the dog days of the campaign."
Sen. Elizabeth Warren Ends Presidential Bid,"Sen. Elizabeth Warren suspended her presidential campaign today, leaving essentially a two-man battle for the Democratic nomination between Joe Biden and ..."
Elizabeth Warren focused on her core voters. There weren’t enough of them.,"SALT LAKE CITY — On Tuesday evening in the Capitol Hill neighborhood here, before the extent of Elizabeth Warren's very bad night became clear, Hannah ..."
Elizabeth Warren’s Policy Agenda Will Live On,"On Thursday, the Tax Policy Center, a nonpartisan research group based in Washington, released a new analysis of Joe Biden's tax plans. He wants to roll back ..."
Here’s what Elizabeth Warren said on a phone call to her campaign staff,Warren told her campaign staff Thursday morning that she would be suspending her campaign. Here's what she said on the phone call.
