title,media
"Elizabeth Warren faced sexism, shed a husband and found her voice teaching law in Houston","HOUSTON — Elizabeth Warren hadn't set foot on the University of Houston Law Center campus in nearly 15 years, not since she'd left her first full-time teaching ..."
Elizabeth Warren’s Days Defending Big Corporations,"As Ms. Warren ascends toward the head of the Democratic presidential pack, her critics have seized upon her bankruptcy work for big corporations to question ..."
Rivals pile on Elizabeth Warren at Democratic debate,Sen. Elizabeth Warren entered Tuesday night's Democratic presidential primary debate as a leading candidate in the race — and the bull's-eye on her back ...
Elizabeth Warren escalates Facebook ad feud,"A days-long feud between Sen. Elizabeth Warren and Facebook intensified over the weekend as Warren openly accused the company of ""taking money to ..."
Watch or Listen: 2020 Forum - Democratic Presidential Candidate Elizabeth Warren,"Our New Hampshire Primary 2020 Candidate Forum series continues with U.S. Sen. Elizabeth Warren, Democrat of Massachusetts, before a live audience."
Missing From Elizabeth Warren’s 2020 Surge: Democratic Endorsements,"Despite Ms. Warren's upward momentum in polls and fund-raising, she lacks the support of a single governor, big-city mayor or fellow senator outside ..."
Elizabeth Warren ramps up battle with Facebook,"Sen. Elizabeth Warren, D-Mass., ramped up her criticism of Facebook this weekend, taking aim at the company's policy on political advertising and for having ..."
Elizabeth Warren Campaign Fires Staff Member for ‘Inappropriate Behavior’,"Senator Elizabeth Warren of Massachusetts fired her national organizing director after “multiple complaints regarding inappropriate behavior,” according to a ..."
Elizabeth Warren defends her story about losing a teaching job because of pregnancy,"Elizabeth Warren, a leading 2020 presidential candidate, defends herself amid new scrutiny about a story about losing her job over pregnancy."
'Too much power': it's Warren v Facebook in a key 2020 battle,The presidential hopeful and Mark Zuckerberg are facing off over big tech and its influence over our lives.
"As Elizabeth Warren Rises, the G.O.P. Deploys an Old Tactic","Republicans are attacking Ms. Warren over authenticity, a sexist trope in politics, much like they did with Hillary Clinton. Ms. Warren has used those attacks to ..."
2020 candidate Sen. Elizabeth Warren uses false ads to lash out at Facebook CEO,"Massachusetts Sen. Elizabeth Warren, a 2020 candidate, posted a false ad on Facebook to prove the social media platform values profit over facts, according to ..."
Elizabeth Warren Says She Will Release a Plan to Finance ‘Medicare for All’,Ms. Warren had been criticized for sidestepping questions about whether she would raise taxes on the middle class to help finance “Medicare for all.”
Break-in reported at Elizabeth Warren campaign office in New Hampshire,Sen. Elizabeth Warren's presidential campaign said on Thursday that one of its offices in New Hampshire was broken into during the previous night.
Elizabeth Warren Has Quick Comeback to Gay Marriage Question,"WASHINGTON — The campaign trail can bring fraught encounters for a presidential candidate. At a televised forum on L.G.B.T.Q. issues on Thursday, Senator ..."
Hear Warren's zinger for opponents of marriage equality,Senator Elizabeth Warren (D-MA) is asked how she would defend marriage equality at the CNN Equality Town Hall.
Elizabeth Warren gets taste of what it really means to be a front-runner,"Elizabeth Warren is climbing in the polls as a 2020 front-runner, but many voters still don't think she's the best choice to beat Trump. Why?"
"In Shift, Warren Will Forgo Big Money Events if Nominated. At Least Some of Them.",Elizabeth Warren is seeking to find a balance — disavowing fund-raisers with wealthy contributors while promising not to actually disarm in a potential matchup ...
Corporate America freaks out over Elizabeth Warren,"Democratic-leaning executives on Wall Street, in Silicon Valley and across the corporate world are watching Elizabeth Warren's rise to frontrunner status in the ..."
Economists rush to help Sen. Elizabeth Warren solve Medicare-for-all tax puzzle,Internal and external economic policy advisers are trying to help Sen. Elizabeth Warren (D-Mass.) design a way to finance a single-payer Medicare-for-all ...
Elizabeth Warren Nets $24.6 Million in Third-Quarter Fund-Raising,"LOS ANGELES — With Senator Elizabeth Warren's announcement on Friday that she raised $24.6 million in the past three months, the fund-raising picture for ..."
"Elizabeth Warren Supports Medicare For All, But Some Say She'll Compromise","Sen. Elizabeth Warren has built a reputation as the presidential candidate with a plan for almost anything. Plans are her brand, so much so that her campaign ..."
