title,media
'I Have a Plan for That.' Elizabeth Warren Is Betting That Americans Are Ready for Her Big Ideas,Elizabeth Warren is running on a populist campaign built on ambitious ideas in the 2020 presidential election. Can she win?
"While teaching, Warren worked on about 60 legal matters, far more than she’d previously disclosed","Sen. Elizabeth Warren worked on about 60 legal matters during her prior career as a law professor, advising people with asbestos disease, a corporation facing ..."
"Elizabeth Warren Gains Ground in 2020 Field, One Plan at a Time","Declining to hold big-dollar fund-raisers and rolling out one policy proposal after another, Ms. Warren has strengthened her candidacy, though questions about ..."
"Elizabeth Warren’s Campaign, ‘Based on Ideas,’ Bets on Iowa","Ms. Warren has hired about 50 people in Iowa, giving her a head start at organizing for next year's caucuses. But it's a strategy loaded with risk."
Sen. Elizabeth Warren on 'The View': If Trump weren't president 'he'd be in handcuffs',"Sen. Elizabeth Warren, one of the first Democrats in the 2020 field to call for impeachment, responded to special counsel Robert Mueller's briefing Wednesday."
Elizabeth Warren: Americans don't need cliché financial advice. They just need to be paid more,Elizabeth Warren is the senior senator from Massachusetts and a Democratic presidential candidate. The opinions expressed in this commentary are her own.
Sen. Elizabeth Warren Will Find You A Soulmate,"A comedian wondered on Twitter: Does Elizabeth Warren have a plan to fix my love life? To the amazement and delight of many, the presidential contender ..."
Elizabeth Warren Takes a Different Strategy to Court the Black Vote,"“Race matters,” Senator Elizabeth Warren told me in an interview last Wednesday, “and we need to face it.” Two days earlier, Warren became the latest ..."
Elizabeth Warren reshaped our view of the middle class. But some see an angle.,"Elizabeth Warren was little-known outside the small world of bankruptcy law in the late 1980s when she was thrust into the spotlight, sought out for interviews ..."
"'That's what girls do': Elizabeth Warren tells young Iowa girls why she's running for president, with a pinky promise","""It matters a lot to me that little girls see themselves as future presidents of the United States,"" Sen Elizabeth Warren said in Iowa this week."
"Elizabeth Warren is on a roll, but still facing big obstacles in 2020 presidential bid",Elizabeth Warren has a clear campaign plan and is sticking to it. She still confronts two big obstacles: Bernie Sanders and voter fears about her electability.
'I have a plan for that': Elizabeth Warren leads the Democratic 'ideas primary',"As candidates follow the senator in churning out progressive proposals, some activists warn the priority must be beating Trump."
'A hate-for-profit racket': Warren refuses Fox town hall invite,Elizabeth Warren turned down a Fox News invitation Tuesday for a televised town hall and denounced the cable network as a “hate-for-profit racket that gives a ...
Elizabeth Warren Campaign: Warren bets big on policy to break through crowded Democratic field,"Among the collection of T-shirts sold on Elizabeth Warren's campaign website, there is one that encapsulates her approach to the campaign so far: ""Warren has ..."
Elizabeth Warren just announced her abortion platform. It’s aggressive.,It has little chance in Congress. But Warren is one of the few Democratic candidates with a clear reproductive rights plan.
How 'I got a plan' became a thing: Warren nerds out and the crowds go crazy,The Twitter exchange played out over several hours on April 11: “Many profitable companies pay nothing in corporate income tax. Elizabeth Warren has a plan ...
"Elizabeth Warren Continues to Clobber Her Opponents in the War for Big Ticket, Eat-the-Rich Policies","It's become something of a rallying cry for Elizabeth Warren: “I got a plan!” she told crowds in Salt Lake City, Utah, and Houston, Texas, last month, to uproarious ..."
Sen. Elizabeth Warren on black maternity care: 'It's time to demand better outcomes',"Sen. Elizabeth Warren, a 2020 presidential candidate, unveiled a plan on black maternity care in a new op-ed for Essence magazine ."
Elizabeth Warren Has A Plan — To Get Personal With Voters,"A West Virginia town of roughly 400 people isn't an obvious place for a progressive Democrat to campaign for president. But nevertheless, there was Elizabeth ..."
Elizabeth Warren Refuses To Feed The Fox Beast. If Only We All Did,"Elizabeth Warren's decision to skip Fox News' town hall was principled and shrewd, writes Steve Almond."
Elizabeth Warren breaks through crowded 2020 field -- with a plan,"For five months now, Elizabeth Warren has bounced around the country pitching ambitious ideas -- typically anchored by well-timed policy rollouts -- to achieve ..."
"Elizabeth Warren is rejecting Fox News, but most of her rivals aren't",Democratic presidential candidate Elizabeth Warren made a bold statement this week: She publicly rejected an invitation to participate in a town hall on Fox.
Elizabeth Warren targets military-industrial complex in new plan,"Elizabeth Warren railed at the military-industrial complex, and Patrick Shanahan as a symptom of it."
2020 candidate Elizabeth Warren compared to Rachel Dolezal in 'The Breakfast Club' interview,"The comparison to Rachel Dolezal, a white former NAACP leader who pretended to be black, came amid question of Warren's Native American heritage."
Elizabeth Warren is underpriced in the Democratic race,"Last summer, New York magazine put a bounding Elizabeth Warren on its cover, along with the headline “Front Runner?” Even allowing for the crafty hedge in ..."
Elizabeth Warren pledges to nominate a public school teacher for secretary of Education,Sen. Elizabeth Warren's pledge to nominate a public school teacher is a direct rebuke of the current Secretary of Education Betsy DeVos.
Elizabeth Warren’s jaw isn’t made of glass,"OTTUMWA, Iowa. In boxing they call it “a glass jaw.” A fighter looks sharp until the first blow to the kisser. Then (as President Trump might say): Bye-bye. Can't ..."
Democratic pledges against big money come with an asterisk,"WASHINGTON (AP) — Bernie Sanders wants to crack down on outside groups that do political spending, though one is allied with his presidential campaign."
Elizabeth Warren's running as the policy wonk candidate and it's working - Business Insider,"From April to May, Warren has jumped eight points in Quinnipiac University's poll from the previous month."
A decades-old feud looms over Biden and Warren in 2020,Joe Biden stormed into the Democratic primary with a laser focus on the man he wants to sweep out of the White House next year.
Elizabeth Warren holding town hall in Cincinnati Saturday,"CINCINNATI (WKRC) - The presidential primary is still a year away, but a candidate will be in Cincinnati this weekend. Sen. Elizabeth Warren is holding a town ..."
"14 Years Ago, Warren And Biden Battled Over Bankruptcy. Their Fight Still Defines A Party Rift","In 2005, then-Sen. Biden, along with most Republicans, favored an effort to make it more difficult to file for bankruptcy. Professor Warren opposed the bill."
Elizabeth Warren holds very first Bay Area campaign event in Oakland,Democratic presidential candidate Elizabeth Warren held her very first campaign event in the Bay Area Friday night with a town hall event in Oakland.
Elizabeth Warren’s Long-Game Gambit,The Massachusetts senator is betting her steady competence over a long campaign will prove her electability to voters.
Elizabeth Warren Can and Should Do Better on Foreign Policy,Elizabeth Warren is pushing things in a progressive direction on the domestic front. But she's far too wedded to US imperialism abroad. Gage Skidmore / Flickr.
Elizabeth Warren’s Agenda May Prevail But Her Candidacy May Flame Out,How thoroughly is Elizabeth Warren dominating the ideas debate among the 2020 presidential candidates? Since she released her signature “wealth tax” ...
Warren Has Earned Her Wonk Reputation,"It was an off-the-cuff remark that turned into a catchphrase and a campaign T-shirt. Now, it's a Time magazine cover: “I have a plan for that.” Elizabeth Warren's ..."
Elizabeth Warren introduces a calculator for her student debt forgiveness plan,Washington (CNN) Sen. Elizabeth Warren is promoting an online calculator that shows voters just how much -- exactly -- they'd benefit from her proposal to ...
Poll: Elizabeth Warren’s handling of her DNA results and questions on Native American ancestry hurts her favo…,About one-fifth of Democratic voters say they view her less favorably after she released the results.
Elizabeth Warren Deserves Your Undivided Attention,Drew Magary on the Massachusetts senator who's lapping the democratic field ideas-wise.
A bank regulator said he was tough on Wells Fargo. Elizabeth Warren was not impressed,"For more than two years, Sen. Elizabeth Warren has repeatedly lashed out at Wells Fargo as the bank struggled to regain its footing after admitting to various ..."
Elizabeth Warren puts a giant tech breakup billboard in San Francisco’s face,"On Wednesday, 2020 presidential candidate Sen. Elizabeth Warren (D-MA) put up a billboard in the heart of Silicon Valley pressing for big tech companies like ..."
'I have a plan for that': Elizabeth Warren hits campaign trail in Ohio,"COLUMBUS — Shortly after assuring about 1000 people crowded into a school gymnasium that she would aggressively go after corruption in government, ..."
Elizabeth Warren Has a Theory About Corporate Power,"Elizabeth Warren has been talking a lot about small business, a constituency that hasn't figured in Democratic Party politics in a long time. The senator from ..."
