title,media
"In photos: Elizabeth Warren, former presidential candidate","US Sen. Elizabeth Warren dropped out of the presidential race on March 5, a couple of days after Super Tuesday. Warren became a progressive star by taking ..."
Elizabeth Warren says she won't get 'Hillary'd' in 2020,"Sen. Elizabeth Warren of Massachusetts has no intention of being ""Hillary'd"" in the 2020 Democratic presidential primary."
Sen. Elizabeth Warren promises to roll back Trump energy policies on 1st day in office,"CHARLESTON, S.C. -- Massachusetts Sen. Elizabeth Warren thrust herself into the climate change debate this week, promising that if elected president, she'd ..."
Elizabeth Warren’s 2020 Campaign Says It Raised $6 Million,"Ms. Warren's total lagged what several other Democratic presidential candidates received in the first quarter of the year, but she had a strong finish to the ..."
‘Liz Was a Diehard Conservative’,"Elizabeth Warren doesn't like to talk about it, but for years she was a registered Republican. Why she left the GOP—and what it means for her campaign."
Takeaways from Elizabeth Warren's CNN town hall,Elizabeth Warren showed in CNN's town hall Monday night how nimble and persuasive she can be as she wades deeper into policy specifics than other ...
Will Sen. Elizabeth Warren get 'Hillary'd' in 2020?,"During a CNN town hall, Democratic presidential candidate Sen. Elizabeth Warren (D-MA) details the lessons in sexism she learned during her successful 2012 ..."
Elizabeth Warren was once a Republican. She shouldn’t hide it.,"When Sen. Elizabeth Warren (D-Mass.) discusses her biography, she talks movingly about how her family finances all but cratered when she was a teenager ..."
Elizabeth Warren Proposes Broad Plan to Protect Public Lands,"Senator Elizabeth Warren of Massachusetts unveiled a public lands proposal on Monday, thrusting land-use issues and the environment into the spotlight as ..."
Elizabeth Warren Calls for Impeachment Process Against Trump,"Senator Elizabeth Warren on Friday called for the Democratic-led House of Representatives to begin impeachment proceedings against President Trump, ..."
Elizabeth Warren Has the Plans,The votes are another matter.
"Here’s how much Elizabeth Warren works with Republicans, compared to other 2020 Democrats",WASHINGTON (AP) — Elizabeth Warren has a habit that she doesn't talk about a lot on the campaign trail: working with the GOP. The Massachusetts Democrat ...
Elizabeth Warren rolls out plan to reward hospitals that make childbirth safer for African-American women,Sen. Elizabeth Warren wants to drive down the maternal mortality rate among African-American women -- and she has a plan to get it done.
Elizabeth Warren Against the Filibuster,Eric Lach on the senator and Presidential candidate Elizabeth Warren announcing her support of ending the filibuster.
Why hasn’t Elizabeth Warren achieved liftoff?,Elizabeth Warren 2020 makes sense on paper. The Massachusetts senator is obviously a very smart person who thinks seriously about policy. She has ...
'I got a plan': Elizabeth Warren takes on racial inequality with her policy proposals,"Houston (CNN) At a national gathering of women of color this week, Sen. Elizabeth Warren was confronted by this question the moment she took the stage: ..."
Elizabeth Warren and Joe Biden have a history. It’s complicated.,Sen. Elizabeth Warren and Joe Biden could find themselves sharing a Democratic presidential primary debate stage this summer. It wouldn't be the first time ...
Can Elizabeth Warren Get Her Groove Back?,"It's hard to escape the feeling that Elizabeth Warren is underperforming. On Monday, the Massachusetts senator rolled out the sort of education plan that ..."
