title,media
How Bernie Sanders Learned to Love Campaigning in California,"California is the linchpin of Mr. Sanders's 2020 strategy, a state he hopes will turbocharge his campaign on Super Tuesday — or revive his candidacy if he ..."
"Bernie Sanders is healthy enough to campaign, doctors say",Bernie Sanders' primary care physician and two cardiologists say he suffered 'modest heart muscle damage' from a heart attack but has been doing well.
What Would the Bernie Presidency Really Look Like?,"MANCHESTER, N.H. — It's a celebration much of Washington thinks has approximately zero chance of ever happening. But to get a sense of what a Bernie ..."
"'Authenticity,' 'Culturally Relevant': Why Bernie Sanders Is Resonating With Latinos",Part of Vermont Sen. Bernie Sanders' resiliency this campaign cycle is thanks to his popularity with Latinos. Multiple polls show Sanders leads the field with ...
2020 Democrats Think Attacking Bernie Sanders Is ‘Not Smart Strategy’,"The Vermont senator is getting a pass from his 2020 rivals, even though his polling, crowds and fundraising have been remarkably consistent all year."
'The Speech': How Sanders' 2010 Filibuster Elevated His Progressive Profile,"Bernie Sanders boosted his national reputation by filibustering a tax deal brokered by Joe Biden. Years later, the two are fighting for the Democratic presidential ..."
"The Bernie Sanders Origin Story, Part 1","In the first part of an ongoing series covering Bernie Sanders' time as mayor of Burlington, we look at Sanders' years in the wilderness and the circumstances ..."
Bernie Sanders' resurgence has Democrats asking: could he actually win?,Two months ago the Vermont senator had a heart attack and trailed Warren in the polls – now he's bearing down on Biden.
"Amid Bernie Sanders’s ‘Resurgence,’ a Progressive Coalition Endorses Him","The Center for Popular Democracy Action, a collective of progressive community groups, is endorsing Mr. Sanders over Elizabeth Warren for the Democratic ..."
Who is Bernie Sanders?,Bernie Sanders is a third-term independent U.S. senator from Vermont. While Sanders repeatedly has been elected as an independent and describes himself as ...
Sanders Asks Young Supporters to Help Him Win Over Their Parents,"Bernie Sanders is struggling to gain traction with older Democratic voters, so his campaign is coaching thousands of young supporters on how to talk to their ..."
Don’t Think Sanders Can Win? You Don’t Understand His Campaign,"As the Democratic primary elections get closer, the party leadership has begun to fret in public about universal health care and other ambitious proposals."
'The Speech' That Made Bernie Sanders A National Figure,Bernie Sanders' prominence as a national political figure can be traced to a moment in 2010: his filibuster criticizing a bipartisan tax deal that extended tax cuts ...
