title,media
Here's how Bernie Sanders made his millions — and why it matters in the 2020 election,"Book income helped self-proclaimed socialist Bernie Sanders join the millionaire class, a group he has often criticized during his decades in politics."
"Bernie Sanders, a Front-Runner With Financing to Prove It, Struggles to Retain Outsider Status",The candidate who blasted the campaign-finance system as 'corrupt' has drawn support from outside groups with few restrictions and undisclosed donors.
Bernie Sanders becomes latest 2020 candidate to call for Facebook breakup,"On Capitol Hill yesterday, Sen. Bernie Sanders (I-VT), a Democratic frontrunner, told Politico that he supports calls like those from his colleague and presidential ..."
‘I Did My Best to Stop American Foreign Policy’: Bernie Sanders on the 1980s,"In an interview, one of the leading candidates for the 2020 Democratic presidential nomination discusses his long-held opposition to war and his support for ..."
"Sanders 2020 looks like Sanders 2016, challenges and all","But three months into his second presidential campaign, Vermont Sen. Bernie Sanders is struggling with some of the same challenges that sank his last bid: ..."
The making of Bernie Sanders: How a hitchhiking campaigner pushed a vision that remains remarkably unchanged,"He slept on a friend's couch, hustled for odd jobs and hitchhiked along the campaign trail."
Mayor and ‘Foreign Minister’: How Bernie Sanders Brought the Cold War to Burlington,"BURLINGTON, Vt. — For Daniel Ortega, the president of Nicaragua, the summer of 1985 was to be a moment of extraordinary triumph. In July, on the sixth ..."
Bernie Sanders backs 2 policies to dramatically shift corporate power to U.S. workers,"Sen. Bernie Sanders (I-Vt.) will push new policies aimed at giving workers a greater ownership stake in companies, moves the 2020 presidential candidate is ..."
Inside Bernie Sanders’s 1988 10-day ‘honeymoon’ in the Soviet Union,"Bernie Sanders was bare-chested, towel-draped, sitting at a table lined with vodka bottles, as he sang “This Land Is Your Land” to his hosts in the Soviet Union ..."
The Secret of Bernie’s Millions,How did he amass three houses and a net worth of more than $1 million? The surprisingly conventional middle-class climbing of a radical-sounding socialist.
Bernie Sanders: Banks have been ripping off Americans for too long. I have a plan to end it,"When banks and payday lenders charge these unconscionably high interest rates, they are not engaged in the business of making credit available. They are ..."
Bernie Sanders takes 'umbrage' when audience member says he didn't support Hillary Clinton in 2016,Democratic presidential candidate Sen. Bernie Sanders on Thursday rejected the notion that he did not support Hillary Clinton after he lost to her in 2016.
How Bernie Sanders Accidentally Built a Groundbreaking Organizing Movement,Activists working on Sanders's 2016 campaign innovated an approach to organizing that was replicated in Europe and is driving his current presidential bid.
Bernie Sanders rolls out comprehensive education plan,Vermont Sen. Bernie Sanders unveiled his education policy plan on Saturday -- a comprehensive 10-point agenda that calls for the end of for-profit charter ...
Matt Taibbi on the Trail With Bernie Sanders 2.0,"Music, Film, TV and Political News Coverage."
Bernie Sanders never had this before: A campaign machine that’s crushing it,"The last time Californians voted in a presidential primary, Bernie Sanders' campaign was so overextended and seat-of-the-pants that staff members nearly ..."
Bernie Sanders slams Joe Biden for downplaying China's economic threat to the US,Sen. Bernie Sanders takes an apparent shot at former Vice President Joe Biden over comments he made downplaying the economic threat China poses.
Bernie Sanders rally in Asheville: What you need to know,Democratic presidential candidate Bernie Sanders will hold a rally Friday in Asheville. Here's what you need to know.
Walmart workers invited a special guest to crash the company’s annual meeting: Bernie Sanders,The presidential candidate will speak on behalf of workers who want a seat on the company's board.
"Bernie Sanders employee ownership plan, explained",He wants to mandate employee ownership of big companies.
Bernie Sanders campaign unveils plan to prevent sexism among staff,The Vermont senator's 2020 campaign has implemented policies that are the 'gold standard' after claims its culture in 2016 was 'too white' and 'too male'
The Transformation of Bernie Sanders,How the Vermont senator went from a third-party independent to a 2020 frontrunner.
Why Bernie Sanders and Joe Biden really need each other,"Sen. Bernie Sanders, I-Vt., and former vice president Joe Biden are very different but have a mutual interest in keeping their spots atop the 2020 Democratic ..."
Bernie Sanders announces rural America plan that targets corporate farms,"Democratic presidential candidate Sen. Bernie Sanders announced his plan to support rural America on Sunday, promising to hold factory farms and corporate ..."
2020 candidate Sen. Bernie Sanders says he doesn't 'fault Trump' on North Korea,"Sen. Bernie Sanders sat for an interview with ABC News Chief White House Correspondent Jonathan Karl in Des Moines, Iowa. The full interview airs on ""This ..."
Road to 2020: The roots of Bernie’s revolution,How Democratic presidential hopeful Bernie Sanders was shaped by his early years as mayor of Burlington.
'I need you after I am president': Bernie Sanders to Asheville during 2020 election rally,"Once derided as a radical, Sen. Bernie Sanders told an Asheville rally that his ideas, such as universal health care, are now the norm."
