title,media
Bernie Sanders hasn't changed. Is that his strength or a weakness?,"After breakfast on a recent Saturday, Robert Fraass crossed the river from Omaha to this southwest corner of Iowa to catch Bernie Sanders at the opening of his ..."
Bernie Sanders ‘Wrote the Damn Bill.’ Everyone Else Is Just Fighting About It.,"Bernie Sanders was at it again — center stage, his baritone building to something — right hand raised and restless, as if he were scribbling his words on an ..."
"Bernie Sanders raises $18 million in second quarter, campaign says","Sen. Bernie Sanders raised $18 million for his Democratic presidential campaign in the second quarter of 2019, his campaign announced Tuesday."
Bernie Sanders defends staff compensation after complaints his campaign isn't paying $15 an hour,"""It does bother me that people are going outside of the process and going to the media,"" Bernie Sanders told the Des Moines Register. ""That is really not ..."
Outsider or Insider? How Bernie Sanders Learned to Walk the Line,WASHINGTON — Bernie Sanders was elected to the House in 1990 after branding himself an outsider and defying calls to join a Democratic Party he had long ...
"Bernie Sanders thinks media is unfair, so he created his own","WASHINGTON (AP) — When Bernie Sanders wanted to preview a speech about his signature health care plan, ""Medicare for All,"" he did not opt for a traditional ..."
Why Sanders Wanted His Meeting With a Rabbi Kept Secret,Bernie Sanders's advisers and allies want him to get personal with voters as he struggles in the 2020 race. But that isn't his style.
"Sanders campaign: Media ‘find Bernie annoying, discount his seriousness’","If Bernie Sanders' team had its way, every reporter covering the Vermont senator would put out a tweet disclosing their unvarnished, personal feelings about the ..."
Antiwar candidate Bernie Sanders faces backlash over the $1.2 trillion war machine he brought to Vermont,"Bernie Sanders is one of the officials that brought Lockheed Martin's F-35 fighter jet to Vermont. Now the jet is nuclear-capable, and citizens, companies and ..."
"Bernie Sanders, Outraised and Lagging in Polls, Plays the Long Game","IOWA CITY, Iowa—Bernie Sanders may be falling behind some of his rivals in the crowded Democratic presidential field, dipping in early polls and seeing his ..."
Sanders to Ryan on healthcare: I wrote the damn bill,"During CNN's 2020 Democratic primary debate in Detroit, Senator Bernie Sanders and Senator Tim Ryan argue the benefits under ""Medicare for All"" compared ..."
Bernie Sanders Heads to Canada for Affordable Insulin,The senator took people with diabetes on a bus trip across the border to dramatize high prices in the U.S. that he attributes to corporate greed.
Transcript: The 2020 Candidates: Sen. Bernie Sanders,"The 2020 Candidates: Senator Bernie Sanders. MR. RYAN: Well, good morning. Welcome to The Washington Post. I'm Fred Ryan, publisher, and thank you for ..."
Bernie Sanders 2020 is in big trouble,Vermont Sen. Bernie Sanders' presidential campaign is in trouble.
Bernie Sanders might be losing his N.H. firewall,"The Vermont senator trounced Hillary Clinton in the 2016 New Hampshire primary. This time around, he can't take the state for granted."
"Cardi B’s support for Bernie Sanders, explained","If you think Cardi B just got into politics, you haven't been paying attention."
Bernie Sanders rallies at Hahnemann for Medicare for All,The Democratic presidential candidate is using the announced closure of Hahnemann University Hospital as a case in point for his Medicare for All plan.
"Bernie Sanders says he would ‘absolutely’ try to break up Facebook, Google, Amazon","Sen. Bernie Sanders (I-Vt.) today said that if elected president he would “absolutely” look to break up online giants Facebook, Google and Amazon, offering his ..."
Sen. Bernie Sanders: Idea Of Generational Change Is A 'Pretty Superficial Argument',Presidential hopeful Bernie Sanders says he doesn't think age should be a determining factor in the 2020 race. Sanders spoke with NPR about some of his ...
Saving Bernie Sanders,The revolutionary needs to make a case that he can be a pragmatist.
Former Bernie Sanders staffer files charge alleging retaliation for union activities,An unnamed individual filed a charge with the National Labor Relations Board alleging that Sen. Bernie Sanders' presidential campaign violated labor laws by ...
Bernie Sanders compared Baltimore to 'third world country' in old clip - Business Insider,"In 2015, Bernie Sanders compared parts of Baltimore to a Third World country. The Trump campaign wants you to think that's on par with his tweets."
Exclusive: Bernie Sanders details plan to support American seniors ahead of Iowa appearance,"U.S. Sen. Bernie Sanders detailed his plan to aid American seniors Friday, arguing that expanding Social Security and enacting his signature ""Medicare for All"" ..."
Bernie Sanders is the gold standard in 2020,Don't be so quick to dismiss Sen. Bernie Sanders in the race to replace the current occupant of the White House.
Fact-checking Bernie Sanders' gun record claims at Democratic debate - Business Insider,"Bernie Sanders' votes on major pieces of gun legislation include one against 1993's Brady Bill, which imposed a waiting period and background checks."
Bernie Sanders: 'Not happy' I voted for 'terrible' 1994 crime bill,"Sen. Bernie Sanders said Sunday he is ""not happy"" he voted for the 1994 crime bill."
Democratic debate: Bernie Sanders sells “I wrote the damn bill” merch,"At the Democratic debate, Sanders reminded voters he was there first on Medicare-for-all."
Amazon vs. Bernie Sanders battle continues as company calls out senator over warehouse debate,The Amazon vs. Bernie Sanders battle continued Tuesday as the Seattle tech giant fired back again on the topic of worker treatment. Activists around the world…
Bernie Sanders accepted pharma executives' donations prior to new pledge,Sen. Bernie Sanders is calling on presidential candidates to renounce such contributions from the health care and pharmaceutical industry.
Bernie Sanders leads caravan into Canada to purchase cheaper insulin with American prices rising,"Windsor, Ontario (CNN) The Democratic primary campaign trail took a detour north of the border Sunday, when Vermont Sen. Bernie Sanders led a group of ..."
"Bernie Sanders: As a child, rent control kept a roof over my head","Sen. Bernie Sanders writes that a rent-controlled apartment gave his family a small but crucial sense of economic security, and because of that, he is proposing ..."
"Hickenlooper to Sanders: Go ahead, throw your hands up","During CNN's 2020 Democratic primary debate, Sen. Bernie Sanders (I-VT) and former Colorado Gov. John Hickenlooper spar over whether Sanders is too ..."
Bernie Sanders to return donations that violate pledge on private insurance and pharma money,"After calling on his 2020 Democratic opponents to reject money from insurance and drug companies, Sen. Bernie Sanders will return donations he received that ..."
Bernie Sanders makes reinstating net neutrality a campaign promise,"Senator Bernie Sanders (I-VT) has made reinstating net neutrality via FCC appointments one of his campaign promises, the Daily Dot reported today. He is far ..."
Bernie Sanders to join people with type 1 diabetes on Canada trip for cheaper insulin,Vermont Sen. Bernie Sanders will travel to Canada later this month with Type 1 diabetes patients seeking cheaper insulin as part of his ongoing efforts to ...
