title,media
Pete Buttigieg: Who He Is and What He Stands For,A Midwestern former mayor who is calling for generational change in the White House.
"Pete Buttigieg 2020: his new climate change proposal, explained",The South Bend mayor's new climate change plan sets ambitious targets and includes small towns and rural areas.
Four Days. One Candidate. Welcome Aboard the Buttigieg Bus,"Before he got on the big yellow-and-blue bus that bore his name, Pete Buttigieg ironed his shirt in his hotel room. His tour across Iowa this week comes at the ..."
Pete Buttigieg says he would not pardon President Donald Trump,"At The Texas Tribune Festival, the Democratic presidential hopeful said he supports impeachment and promises not to pardon Trump if that issue were to reach ..."
"Pete Buttigieg is popular among likely Democratic caucusgoers but is the first choice among just 9%, Iowa Poll finds","However, he's dropped 6 percentage points since June in the portion of respondents who pick him as their first choice for president."
Buttigieg’s bus tour is no Straight Talk Express,"WATERLOO, Iowa — Driving along a wide-open stretch of Iowa highway, Pete Buttigieg told a clutch of reporters beef jerky is his favorite road snack; he misses ..."
Pete Buttigieg reflects on coming out,Democratic presidential candidate Pete Buttigieg responded to a question about professional setbacks during the Democratic presidential debate by offering a ...
Buttigieg outlines middle-of-the-road approach to health care in new plan,"Democratic presidential candidate Pete Buttigieg unveiled his health care plan on Thursday, outlining a middle-of-the-road approach that allows people to opt ..."
Democratic Presidential Hopeful Pete Buttigieg Rallies Thousands In Sacramento At Beer Garden Fundraiser,Organizers estimated more than 2000 people packed in to Drake's Brewing Company's The Barn on the waterfront — not your typically venue for a political rally ...
"Pete Buttigieg flexes campaign muscle in Iowa, plans to open 20 offices in 20 days, have nearly 100 Iowa staff","Democratic presidential candidate Pete Buttigieg is flexing his campaign muscle in Iowa, with plans to expand field offices and hire more staff to organize around ..."
Documents Shed New Light on Critical Moment in Pete Buttigieg’s South Bend Political Career,"After taking over as mayor of South Bend, Indiana, in 2012, Pete Buttigieg made a decision that has dogged his political career ever since: He demanded the ..."
Pete Buttigieg met with Black Lives Matter after a police shooting. It didn't go well,"Activists with Black Lives Matter, who met privately with Buttigieg in the weeks after police shot and killed Eric Logan, say the 37-year-old mayor brushed off their ..."
Pete Buttigieg: A theater critic reviews his performance style,"Politics is theater. Our chief critic, Peter Marks, brings his analytical eye to the campaign trail, reviewing another of the front-runners as he barnstorms New ..."
Democratic Presidential Hopeful Pete Buttigieg To Hold Fundraiser In Sacramento Next Weekend,"Democratic presidential candidate Pete Buttigieg makes his way to speak to supporters during the Polk County Democrats Steak Fry, Saturday, Sept. 21, 2019 ..."
O'Rourke and Buttigieg clash over guns after former congressman's AR-15 comment,Washington (CNN) Democratic presidential candidates Beto O'Rourke and Pete Buttigieg clashed Sunday over O'Rourke's direct comment about his proposed ...
