title,media
Pete Buttigieg leaves behind economic progress and racial tensions in South Bend,"South Bend, Indiana (CNN) Eight years ago, Sharon McBride was on the verge of leaving her hometown of South Bend, Indiana, for greener pastures."
What Pete Buttigieg Says He Did at McKinsey,"In an exclusive interview, the presidential candidate reveals the clients he worked with, what he did for them, and how the experience shaped the way he solves ..."
Pete Buttigieg's rise brings on the scrutiny,"For a time, Pete Buttigieg was on a glide path as he ascended in the Democratic race for president, emerging unscathed from the fall debates and raking in ..."
Progressive activists have a new punching bag: Pete Buttigieg,"As Pete Buttigieg's stock rises in the presidential race, so has the attacks from progressive activists."
How the Internet Came to Loathe Pete Buttigieg,It's natural for a rising candidate to get kicked around. But the nature of the backlash says a lot about the past decade of Democratic politics.
Pete Buttigieg Spent His Younger Days Pushing Democrats Off Middle Ground,"When Pete Buttigieg arrived in England, he was a curious, bookish 23-year-old known to his friends as Peter. The year was 2005. The Iraq War, unpopular ..."
Who is Pete Buttigieg?,"Pete Buttigieg is the 37-year-old mayor of South Bend, Indiana, whose message of generational change and his prolific fundraising have helped catapult him ..."
Pete Buttigieg releases immigration plan while campaigning in Iowa,Democratic presidential candidate Pete Buttigieg promoted his solutions for America's immigration challenges with a reminder of how the country's economy is ...
Go read this Slate report on presidential candidate Pete Buttigieg’s mysterious Wikipedia supporter,"Who is Wikipedia user ""Streeling""? As Ashley Feinberg reports in Slate, the account is an unusually close follower of Pete Buttigieg, 37-year-old candidate for ..."
"Buttigieg shifts to center, embodying the Democratic primary’s rightward drift","GRINNELL, Iowa — When news first spread that a young, openly gay mayor from Indiana was running for president, the liberal potential of his candidacy ..."
Mayor Pete is Hollywood's top pick now that Kamala Harris is out of the presidential race,"Celebrities and entertainment executives have poured money into Pete Buttigieg's campaign, and he may be poised to benefit further after Kamala Harris ..."
Pete Buttigieg’s Campaign Says This Wikipedia User Is Not Pete. So Who Is It?,The curious history of Pete Buttigieg's most devoted Wikipedia editor.
Transcript- The 2020 Candidates: Mayor Pete Buttigieg,"The 2020 Candidates: Pete Buttigieg. Opening Remarks. Support our journalism. Subscribe today. MS. CORATTI: Hello, everyone. Hi. It's a big crowd today, ..."
Rising Pete Buttigieg struggles to win over African-Americans,"Once a long shot in the Democratic presidential race, Pete Buttigieg has emerged as the frontrunner in the early voting states of Iowa and New Hampshire by ..."
What we know about Pete Buttigieg’s McKinsey clients,"After increased scrutiny, Buttigieg has released a list of the clients he worked for at McKinsey."
Pete Buttigieg takes aim at Democratic ‘purity tests’,"Presidential contender Pete Buttigieg responded Friday to Sen. Elizabeth Warren's criticism of his high-dollar fundraisers, saying that if “doing traditional ..."
Steyer confronts Buttigieg on climate crisis,"Democratic presidential candidate Tom Steyer tells the South Bend, Indiana, Mayor Pete Buttigieg that his generation and his supporters expect the environment ..."
A Younger Pete Buttigieg Thought That Democrats Weren't Progressive Enough : The NPR Politics Podcast,"This week, the NPR Politics Podcast investigates defining moments in the lives of four top Democratic presidential candidates to understand how those ..."
"In 2000, Pete Buttigieg Wrote an Essay Praising Sanders","Buttigieg's politics are the inverse of Sanders's ironclad democratic socialism, but spoken with the same resoluteness of tone and courage of conviction."
Buttigieg: I would not have wanted my son on Ukraine board,"FORT MADISON, Iowa (AP) — Pete Buttigieg says he “would not have wanted to see” his son serving on the board of a Ukrainian natural gas company while he ..."
"Pete Buttigieg, struggling to gain black support, uses N.C. church visit to issue ‘moral call to unity’","GOLDSBORO, N.C. — Pete Buttigieg, the 37-year-old mayor who has turned the heads of mostly white voters in Iowa and New Hampshire, bowed his head ..."
Pete Buttigieg interview with Washington Post Editorial Board: Transcript - The,"Pete Buttigieg, the mayor of South Bend, Ind., came to The Post on Friday to talk about why he is running for president and what he hopes to accomplish if ..."
Watch: Pete Buttigieg meets with the Register's editorial board,"Mayor of South Bend, Ind. and 2020 Democratic candidate Pete Buttigieg meets with the Register's editorial board on Dec. 23, 2019."
Here Are The Billionaires Backing Pete Buttigieg’s Presidential Campaign,"The South Bend mayor's megarich donors include producer David Geffen, Netflix chief executive Reed Hastings and major Levi's shareholder Mimi Haas."
"The Miseducation of Pete Buttigieg, the McKinsey Candidate","The mystery of Buttigieg's consulting career has become a minor scandal on the left. But the true story of his tenure, according to McKinsey insiders, is more ..."
Backlash to Pete Buttigieg’s Christmas tweet and the religious divide it exposes,"This Christmas, South Bend, Ind., Mayor Pete Buttigieg sought to draw his followers to a sacred story that helps shape the presidential candidate's worldview ..."
"It's True. Before he was mayor, Pete Buttigieg ran statewide in Indiana – and got drubbed","One of the testier back-and-forths at the Democratic presidential debate in Los Angeles centered around electability, focusing on two candidates from the ..."
Pete Buttigieg in NYC for Fundraiser,NEW YORK - Democratic presidential candidate Pete Buttigieg will be holding a fundraiser in the city Wednesday. It's one of three scheduled in New York ahead ...
"Inside Pete Buttigieg’s years-long, and often clumsy, quest to understand the black experience","From his college days at Harvard to the presidential campaign, the South Bend, Ind., mayor has struggled to connect with African American communities."
Buttigieg critiques Biden's 'judgment' on Iraq War vote,"KNOXVILLE, Iowa (AP) — Democratic presidential candidate Pete Buttigieg on Sunday called former Vice President Joe Biden's vote to authorize the Iraq War ..."
Is Pete Buttigieg Just Too Young to Be President?,"Finland just elected the world's youngest prime minister, Sanna Marin, who's 34. Time magazine named Greta Thunberg, 16, its youngest-ever “Person of the ..."
Where does Pete Buttigieg stand on issues that matter to Jewish voters in 2020?,"Pete Buttigieg, the charismatic mayor of South Bend, Indiana — a community home to a growing Orthodox Jewish population — has risen from relative unknown ..."
The Radical Centrism of Pete Buttigieg,"Locked in a close race for first place in both Iowa and New Hampshire with only weeks to go before Democratic presidential-primary voting begins, Pete ..."
Fundraiser reveals Pete Buttgieg backed by Silicon Valley's wealthiest - Business Insider,"Pete Buttigieg is having a fundraiser hosted for him by a group of extremely wealthy Silicon Valley families, according to a host list obtained by Recode."
Pete Buttigieg Ain’t It,The economic argument against Donald Trump is simple and powerful: The rich own too much. The Mayor from McKinsey is the wrong man to make the case.
Pete Buttigieg Swore Off Bank Money in His 2010 Campaign,But a review of his campaign disclosure records finds that Pete Buttigieg's presidential campaign is awash in cash from bank executives.
Pete Buttigieg’s True Privilege,"Like Pete Buttigieg, I've been the guy dispatched by a more senior television producer to get a camera crew into a place where we are unwelcome. Investigative ..."
Pete Buttigieg says he's sticking with Iowa campaign messaging despite new criticisms,Democratic presidential candidate Pete Buttigieg says the Iowans he's met in the first-in-the-nation caucus state aren't asking him about the recent criticisms ...
Watch live: Pete Buttigieg meets with Register editorial board,Presidential candidate Pete Buttigieg will meet with the Register editorial board at 10:30 a.m. Monday.
Is Pete Buttigieg the Next Emmanuel Macron?,"When Emmanuel Macron goes head-to-head with Donald Trump, as he did at a December NATO news conference, it's a study in contrasts. The French ..."
The Finance 202: Pete Buttigieg is poised to rake in even more Wall Street money,The South Bend mayor is already an industry favorite.
Who Should Get Free College? Buttigieg Ad Inflames Key Divide Among Democrats,"Buttigieg has criticized plans that make public college ""free for even the kids of millionaires,"" opening up an argument in the Democratic primary campaign over ..."
Buttigieg leads 2020 rivals in Wall Street contributions,"The mayor of South Bend, Indiana, has collected more campaign cash from donors and political action committees tied to Wall Street any other White House ..."
Pete Buttigieg has made major strides,"At a time when other candidates have faltered or faded, Buttigieg has made himself a major contender."
