title,media
Pete Buttigieg Drops Out of Democratic Presidential Race,"SOUTH BEND, Ind. — Pete Buttigieg, the former small-city Indiana mayor and first openly gay major presidential candidate, said Sunday night he was dropping ..."
Pete Buttigieg is ending his presidential bid,"Pete Buttigieg, the 38-year-old former mayor of South Bend, Ind., who saw a meteoric rise from virtual unknown to top-tier contender and became the first openly ..."
Pete Buttigieg Drops Out of 2020 Race. What's Next?,"Pete Buttigieg lost his primary bid on Sunday night when he dropped out of the Democratic presidential race, yet there's little question that the former mayor of ..."
"Pete Buttigieg won't be president in 2020, but his campaign changed the game for LGBTQ Americans","From the start, Buttigieg's sexual orientation and faith set him apart from the standard Democratic presidential hopeful -- and especially his ability to square the ..."
Pete Buttigieg suspends presidential campaign,"Democratic presidential candidate Pete Buttigieg is suspending his 2020 presidential campaign, according to an aide."
"A Conversation With Pete Buttigieg, Who’s Stuck at Home Like Everyone Else","Talking with Pete Buttigieg, who is holed up in South Bend amid the coronavirus pandemic, and figuring out his next steps in public life."
Pete Buttigieg Never Had a Chance,"Figuring out why Pete Buttigieg dropped out of the presidential race yesterday is easy. He had gotten trounced in South Carolina, appeared likely to get trounced ..."
Pete Buttigieg endorses Joe Biden,"Washington (CNN) Pete Buttigieg endorsed Joe Biden for president Monday night, telling a crowd in Dallas the former Vice President is the right candidate to ..."
Buttigieg delivers emotional speech as he suspends campaign,"Democratic presidential candidate Pete Buttigieg and his husband Chasten address supporters in South Bend, Indiana, formally announcing that he is ..."
"Goodbye, Pete Buttigieg. You were always more of a symptom than a cure","When Joe Biden failed to crumble, there was no reason for Pete Buttigieg to exist. It's still incredible that he got so far."
Pete Buttigieg endorses Joe Biden for president,"Pete Buttigieg is endorsing former Vice President Joe Biden for president on Monday, a day after the former mayor of South Bend, Indiana, exited the 2020 race."
Pete Buttigieg plans to endorse Joe Biden in Democratic primary,"Former South Bend, Indiana, Mayor Pete Buttigieg plans to endorse Joe Biden in the Democratic presidential nominating contest on Monday, shortly after ..."
What Pete Buttigieg Understood,The presidential candidate tapped into the deep longings of an exhausted country.
Pete Buttigieg to endorse Joe Biden for Democratic nomination,"Former South Bend mayor Pete Buttigieg plans to endorse fellow centrist Joe Biden in the Democratic presidential nominating contest on Monday, shortly after ..."
Monday briefing: Pete Buttigieg quits Democratic race | World news,Field clearing for Sanders-Biden showdown on Super Tuesday tomorrow … Second US death ramps up virus fears … M&S expands 'fill-your-own' scheme.
The Exit Interview: Pete Buttigieg – Indianapolis Monthly,"Pete Buttigieg is holed up at home, riding out the coronavirus with a growler of South Bend Brew Works IPA and plans for the future."
‘RS Interview: Special Edition’ With Pete Buttigieg,"Rolling Stone launches its latest new video series today, titled “RS Interview: Special Edition.” Episodes will feature in-depth conversations with notable people ..."
Silicon Valley saw itself in Pete Buttigieg. Now he’s out of the race.,"Tech's darling is out. On Sunday, the 38-year-old Democratic presidential contender stepped out of the race, clearing a path for moderates to coalesce around ..."
Pete Buttigieg to end White House bid after improbable rise,Buttigieg showed early promise but his campaign lost momentum in Nevada and he came a distant fourth in South Carolina.
Howey: Secretary of State Pete Buttigieg?,I believe that a President Biden should be thinking big when it comes to Buttgieg's future. Like secretary of state.
Pete Buttigieg’s trailblazing campaign was a historic step forward for LBGTQ candidates,"Jonathan Rauch reflects on the successes of the Pete Buttigieg's campaign and the gamble he took that America would accept a gay candidate for president, ..."
Pete Buttigieg Is Becoming a Late-Night Jimmy,The Indiana mayor is pivoting from seeking the presidency to guest-hosting Jimmy Kimmel Live!
Buttigieg Suspends His Democratic Run For The Presidency,"Pete Buttigieg, the former mayor of South Bend, Ind., announced Sunday night that he was suspending his presidential bid, as supporters were already ..."
Pete Buttigieg’s candidacy meant a lot to LGBTQ Christians like me,"“The time has come for more of a religious left to emerge in our country that lets people know they are not alone when they look at faith,” former 2020 candidate ..."
See Buttigieg announce change in plans before announcement,"Democratic presidential candidate Pete Buttigieg announces on a plane a change of travel plans to go to South Bend, Indiana, to formally announce that he is ..."
