title,media
The Untold Story: Joe Biden Pushed Ronald Reagan to Ramp Up Incarceration,Biden has argued that the focus on his 1994 crime bill as a driver of mass incarceration is misplaced. He's right — it was his earlier push that was responsible.
Biden Fund-Raiser Draws Climate Change Protesters,"Joe Biden defied the activists and attended a fund-raiser co-hosted by Andrew Goldman, a founder of a fossil fuel company."
Joe Biden Believes in the Good Will of Republicans. Is That Naïve?,"As he runs for president, Joseph R. Biden Jr. has trumpeted his ability to work with Republicans, including Mitch McConnell. Others in his party view that as ..."
Young Black Voters to Their Biden-Supporting Parents: ‘Is This Your King?’,An organic effort by black millennials and Gen Z-ers to influence older family members against Mr. Biden may be important in the Democratic primary.
Bidens in Ukraine: An Explainer,Joe Biden's involvement with Ukraine and his son's work in the country began when the former vice president was serving as the Obama administration's point ...
What's going on with Trump and Ukraine? And how does it involve Biden and a whistleblower complaint?,WASHINGTON – A whistleblower complaint and Democratic outrage over President Donald Trump's discussions with the Ukrainian president have sparked yet ...
2020 Democratic primary: Joe Biden is not Barack Obama,"It's time for the former vice president to make the case for his presidency, not Obama's."
I Wrote About the Bidens and Ukraine Years Ago,"It's strange to see my journalism twisted, perverted, and turned into lies and poisonous propaganda by Donald Trump, Rudy Giuliani, and their enablers."
Why is everyone talking about Biden confronting a man called 'CornPop'?,"The year was 1962, and Joe Biden, a swimming pool security guard in his early 20s, had a problem. A tough guy by the name of CornPop, leader of a Delaware ..."
Trump allies pushed Biden-Ukraine allegations at key moments in campaign timeline,"As Joe Biden prepared to launch his 2020 bid, President Trump's inner circle began publicly pushing unsubstantiated allegations his family and Ukraine."
"The primary, primary question for Democrats: Is Joe Biden too old to be president?",The former vice president does have one unusual trait for someone who wants to become commander in chief. Joe Biden would be 78 on Inauguration Day ...
Joe Biden’s Campaign Asks Networks to Stop Booking Rudy Giuliani,"Joe Biden's presidential campaign is asking the networks to stop booking Rudy Giuliani, writing that President Donald Trump's personal lawyer “has made very ..."
Joe Biden Has Tense Exchange Over L.G.B.T.Q. Record,"CEDAR RAPIDS, Iowa — Former Vice President Joseph R. Biden Jr. found himself fending off new questions about his decades-long record on lesbian, gay, ..."
Joe Biden’s shift on abortion tests the politics of his faith,It was one of the first stress tests of Joe Biden's presidential campaign: A sudden reversal of his decades-long support for restricting federal funding of abortions.
Democrat Joe Biden raises big bucks from Chicago’s deep pockets crowd — and brickbats from rival Bernie Sande…,"Former Vice President Joe Biden hit three private fundraisers in Chicago on Thursday, prompting some criticism from presidential rival Bernie Sanders over a ..."
What is the Trump-Ukraine scandal about and how is Joe Biden involved?,What you need to know about the whistleblower's complaint that the White House is refusing to release to Congress. Associated Press in Washington. Sun 22 ...
Biden nosedives in early-state polls,"Recent surveys show the former veep's leads have vanished in Iowa and New Hampshire, while his South Carolina firewall shows signs of cracking."
Biden fails to step up or fall down,Vice President Joe Biden—who as in previous outings interspersed some strong moments with several mushy or head-scratching ones—seemed emphatically ...
Biden's abortion shift tests the politics of his faith,WASHINGTON (AP) — It was one of the first stress tests of Joe Biden's presidential campaign: A sudden reversal of his decades-long support for restricting ...
"Trump, Biden and Ukraine: Sorting Out the Accusations",No evidence has surfaced that the former vice president intentionally tried to help his son by pressing for the ouster of a Ukrainian prosecutor.
Open Forum: Why do we keep talking about Joe Biden’s age?,Is Joe Biden too old to be president? I don't know. But here's what I do know: The question speaks volumes about the way Americans look at old age. It's seen as ...
LGBTQ forum moderator says Joe Biden called her 'a real sweetheart' after tough questions,"After the session,writer Lyz Lenz said as she walked off stage Biden dryly remarked to her that she was “a real sweetheart.”"
Investor and Democratic megadonor Alan Patricof decides to back Joe Biden for president,"""Besides being the most qualified, he also has the best chance of winning,"" Patricof tells CNBC. ""He has very broad support and has the ability to work across ..."
‘He’s not wearing well’: Joe Biden loses ground in Register’s Iowa Poll,Joe Biden's standing with likely Democratic caucusgoers has fallen in each of the Iowa Polls conducted since last year.
Progressive health care activist Ady Barkan tells Joe Biden to 'look a dying man in the eyes' in a new video,"WASHINGTON-- Ady Barkan, a progressive health care and political activist battling ALS, is heading into surgery, but took time to call out former Vice President ..."
Joe Biden returns to Florida in bid for Hispanic voters,"MIAMI — In his first public campaign event in Miami since announcing his candidacy for president in April, former Vice President Joe Biden blasted President ..."
Hunter Biden: Who is former Vice President Joe Biden's son mentioned in Ukraine-Trump call?,"A brief introduction to Hunter Biden, the former vice president's middle child, who was named in Trump's call with Ukraine president."
3 big reasons Biden is no longer the definitive 2020 Democratic primary frontrunner - Business Insider,"The more voters see of Biden, the less they like him. And the more they see of his main rival, Sen. Elizabeth Warren, the more they like her."
Trump Repeatedly Pressed Ukraine President to Investigate Biden’s Son,"President Trump in a July phone call repeatedly pressured the president of Ukraine to investigate Joe Biden's son, urging Volodymyr Zelensky about eight times ..."
Joe Biden isn’t the only Democrat who has blamed black America for its problems,"Former vice president Joe Biden spent Sunday at the 16th Street Baptist Church in Birmingham, Ala., speaking on the anniversary of a bombing there that killed ..."
Whistleblower case: Trump admits he discussed Joe Biden in call with Ukrainian president,"President Trump admitted Sunday that he discussed Joe Biden in a phone call with newly elected Ukrainian President Volodymyr Zelensky in July, seemingly ..."
"Joe and Hunter Biden Ukraine investigation, explained - Business Insider","Controversy has brewed for months among former Vice President Joe Biden, his son Hunter, Ukrainian authorities, Rudy Giuliani, and Trump."
Biden returns to Philadelphia for big-dollar fundraiser,PHILADELPHIA (AP) — Many of the same Democratic donors who helped Joe Biden raise money at the start of his White House run welcomed the former vice ...
Joe Biden Demands Financial Transparency but Hides Wealth,Former Vice President Joe Biden is telegraphing that he plans to attack his rivals on the debate stage for a lack of transparency into their finances. Biden is ...
Joe Biden’s appeal actually isn’t a mystery,None of the complaints from the Twitter-verse nor the eyerolling over gaffes has punctured former vice president Joe Biden's support in the Democratic ...
The Swiftboating of Joe Biden,"Merriam-Webster has not yet added the word “swiftboating” to its dictionary, but the Urban Dictionary and Taegan Goddard's Political Dictionary have. The term ..."
"Ukraine must investigate Joe Biden's son, says ex-Ukrainian PM",Ukraine must investigate the activities of U.S. presidential candidate Joe Biden's son to establish whether his role in a Ukrainian gas company complied with the ...
Why Trump’s Ukraine scandal could backfire on Biden,Joe Biden had a chance to excoriate Donald Trump on Friday after a blockbuster report detailed how the president pushed Ukrainian investigators to investigate ...
‘It’s a deceptive lead’: Why Biden’s rivals are planning around his big collapse,He continues to outdistance the rest of the Democratic primary field in most polls. And his head-to-head lead over President Donald Trump are stronger than ...
The Story Behind Joe Biden’s Son and Ukraine,"In 2014, Vice President Joe Biden was at the forefront of U.S. diplomatic efforts to…"
Biden's LGBTQ record draws scrutiny at Iowa presidential forum,"Former Vice President Joe Biden's decades-long record on lesbian, gay, bisexual and transgender issues was scrutinized on Friday in Iowa at the first major ..."
Former Ukrainian prosecutor: I'm not aware of 'any possible violation of Ukrainian law' by the Bidens,"Former Ukrainian prosecutor Yuriy Lutsenko also said that he had been in spoken with Trump's personal lawyer, Rudy Giuliani ""maybe 10 times.”"
How Pundits May Be Getting Electability All Wrong,Democrats are obsessing over which candidate is most capable of beating Trump. But how voters gauge that is far more complicated than it may seem.
Joe Biden: We can take millions of vehicles off the road,"Former Vice President Joe Biden tells CNN's Anderson Cooper about what it would take for mass transit and a rail system in the US to succeed, and how electric ..."
The case for impeaching Joe Biden | Mulshine,"Now that the Democrats have started an impeachment inquiry concerning President Trump's dealings in Ukraine, the only thing that will save Joe Biden from ..."
"Joe Biden talks gay rights, El Paso shooting and left wing policies at Denver fundraiser","Vice President Joe Biden laid at least part of the blame for the recent mass shooting in El Paso, Texas at the feet of President Donald Trump during a private ..."
Opinion: Joe Biden's debate performance was a time warp to 1985,"If Joe Biden is trying to shuck the image of the out-of-touch old guy in the Democratic primary race, he didn't help himself Thursday night. He rambled. He didn't ..."
Joe Biden asked if Trump committed impeachable offense,"Former Vice President Joe Biden said during an appearance on ""Jimmy Kimmel Live!"" that ""it's awful hard to avoid the conclusion"" President Donald Trump ..."
Biden’s comments about black families risk undercutting African American support,"Joe Biden's comments about race in the third Democratic debate “were coherent only in their offensiveness,” said University of San Francisco political science ..."
Biden’s claim that he opposed the Iraq War the ‘moment it started’,"We reviewed Biden's statements at the time, and he repeatedly said the war was “just” and “right.” His staff now says that Biden misspoke."
Democratic Debate: Is Joe Biden OK?,Mehdi Hasan and a panel of guests analyze the latest Democratic debate.
Joe Biden to visit Pittsburgh in November,"Former Vice President Joe Biden will travel to Pittsburgh on Election Day, Nov. 5, according to a statement from his campaign. No additional details about the ..."
Trump says Hunter Biden ‘walks out of China with $1.5 billion.’ Biden’s lawyer said that’s not true.,"President Trump alleged Wednesday that Hunter Biden got China to put $1.5 billion in a fund, an assertion that has been flatly denied by Biden's lawyer, who ..."
Joe Biden mocks gaffes to Stephen Colbert: ‘The reason I came on the Jimmy Kimmel show is …’,The former vice president made his first stop on “The Late Show With Stephen Colbert” since launching his presidential campaign and again defended a false ...
“It’s Time for the Baby Boomers to Get Off the Stage”,"In a presidential field where three leading candidates—including the incumbent, Donald Trump—would become the oldest president in United States history if ..."
Biden grows emotional talking about his late son Beau,"Crowds in Cedar Rapids, Iowa, pointed out a bald eagle perched nearby, which prompted former Vice President Joe Biden to recall an emotional story about his ..."
Joe Biden’s stories interesting … but inaccurate,"Storytelling is an art form. But you have to make a tall tale believable enough so that your listeners are able to suspend their disbelief, at least for a moment."
Biden 'misspoke' on opposing the Iraq War 'immediately': Biden adviser,"Former Vice President Joe Biden “misspoke” when he said he “immediately” opposed the Iraq war after the invasion began, according to a senior adviser for the ..."
Biden calls for gun control; ex-governor Miller endorses him,LAS VEGAS (AP) — Former Vice President Joe Biden returned to Las Vegas on Friday to hold a town hall on the city's east side and an evening fundraiser.
Trump says he discussed Biden with Ukrainian president and Democrats threaten 'new stage of investigation',"President Donald Trump on Sunday acknowledged that he discussed former Vice President Joe Biden in a July call with Ukraine's president, as Democrats ..."
Joe Biden’s Allies Are Losing Patience With the Wokesters,"The problem isn't that Biden is too old, advisers say. It's that the reporters covering him are too young."
The Energy 202: Joe Biden defends fundraiser that drew howls from environmentalists,"'I am committed to not raising money from fossil fuel executives and I am not doing that tonight,' said the ex-veep."
Joe Biden accuses Trump of abusing power to smear him,"Joe Biden hit back Saturday after being swept up in President Donald Trump's latest national controversy, providing an early look at how he'll respond to ..."
"In South Carolina, Joe Biden has strong support from black voters — for now",Biden has been coming for years to this state where familiarity counts. And his status as the former right-hand man to President Barack Obama grants him ...
Giuliani admits to asking Ukraine about Joe Biden after denying it 30 seconds earlier,Giuliani appeared to contradict himself over whether he asked Ukraine officials to specifically investigate the former vice president.
