title,media
Watch Joe Biden 2020 presidential announcement video,The Trump era is burnishing Joe Biden's strengths and downplaying his weaknesses. That makes his 2020 presidential run his most viable one yet.
Joe Biden resumes role as one of nation's top eulogists,"COLUMBIA, S.C. (AP) — On the cusp of an expected White House run, Joe Biden is returning to a familiar role this week as the one of the nation's top eulogists."
Joe Biden kicks off 2020 presidential campaign,"Former Vice President Joe Biden kicked off his presidential campaign for the 2020 election in Pittsburgh, telling constituents if he is going to defeat Trump, it's ..."
PROFILE: Joe Biden,"Watch our FULL interview with Joe Biden on September 2, 2019: The following synopsis is from the Joe Biden for President website: It all starts in a little house ..."
Cuomo Ready to Assist Pal Joe Biden in White House Run,People close to Gov. Andrew Cuomo expect he'll be far more involved in helping Joe Biden's presidential campaign than he was in supporting Hillary Clinton's ...
Joe Biden's handling of Anita Hill hearing re-emerges with latest controversy,"Former Vice President Joe Biden's efforts to fend off criticism about his touchy, intimate style with women has renewed scrutiny of his leadership in 1991 when ..."
Biden pledges in video to be more 'respectful' of personal space,Joe Biden on Wednesday posted a video on Twitter pledging to be more mindful of people's personal space in the wake of multiple allegations from women ...
‘Bring it on’: Biden and Sanders teams kick off debate over Medicare-for-all,"Joe Biden on Monday endorsed a public option that would allow all Americans to buy into a Medicare-like health insurance plan, as allies of both the former vice ..."
Joe Biden's Silent Majority,"Despite decades of bad positions and months of bad press, the former vice president still leads the 2020 field."
"Joe Biden: supporters say he’s electable, some colleagues are cautious","Rep. Cedric Richmond makes the case for Biden, but House Majority Whip James Clyburn says there's a lot of race left to run."
Jill Biden: Why I Was Initially Reluctant to Marry Joe Biden | Time,"In an excerpt from her new book, Jill Biden writes about her relationship with the former vice president and 2020 presidential candidate."
Joe Biden’s Early Polling Lead Is Powered By Women,"Last week, at Tina Brown's ""Women in the World"" conference at the glitzy Lincoln Center in New York City, a panel on feminism eventually turned to opine on ..."
What Joe Biden Has Said About Anita Hill Over the Years,Joseph R. Biden Jr. said this week that he takes “responsibility” for the way Anita Hill was treated when she testified in the 1991 confirmation hearings for Justice ...
Biden Says He Will Be ‘Much More Mindful’ of Personal Space After Women’s Accusations,"Joe Biden pledged to be “more mindful and respectful of people's personal space,” as the former vice president signaled he is still moving toward joining the ..."
The Power of Joe Biden’s Personal Appeal in the Rust Belt,"At Joe Biden's kickoff rally, in Pittsburgh on Monday, the long line that stretched around the Teamsters' union hall, snaking downhill past newly desirable row ..."
How The Bidens Earned More Than $3 Million While They Were In The White House,"During the eight years that Joe Biden served as vice president, he and his wife Jill earned about $3.1 million, according to a Forbes analysis of their tax returns."
Joe Biden Launches Presidential Bid With Fundraiser Filled With Corporate Lobbyists and GOP Donors,"Joe Biden, like other Democratic candidates, pledged not to take lobbyist money, but his first fundraiser will be rife with cash from corporate interests."
Our country 'was built by the great American middle class' Biden tells Pittsburgh rally,There was so much focus on union workers at Joe Biden's first campaign rally on Monday that they all got their own special red wristbands and an exclusive ...
Biden to campaign as extension of Obama's political movement,"BLUFFTON, S.C. (AP) — Joe Biden is finalizing the framework for a White House campaign that would cast him as an extension of Barack Obama's presidency ..."
Joe Biden: I'm not sorry for any of my intentions,"Former Vice President Joe Biden, responding to allegations of inappropriately violating women's space, apologized for not understanding more, but says he is ..."
"Joe Biden 2020: How CBS News covered Joe Biden's first presidential announcement on June 9, 1987","""He is criticized by some in his party for being the senator of themes, not substance,"" CBS News' Lem Tucker described the then-44-year-old."
The Real Joe Biden Decision,"At some point soon, Joe Biden is going to have to make two decisions. The first is whether he wants to run for the Democratic nomination. The second is whether ..."
Joe Biden Announces He Will Run for President in 2020,The 76-year-old joins an already crowded field and will be the second-oldest Democrat in the race after Bernie Sanders.
"Biden voted with the NRA when the Senate, and the nation, were very different","Former Vice President Joe Biden once voted for the Firearm Owners Protection Act, which allowed for the sale of guns across state lines."
Biden says this word more than 30 times during speech,What's former Vice President Joe Biden's favorite word? CNN's Jeanne Moos reports on Biden's preferred F-word.
Joe Biden stopped for ice cream during his first Iowa campaign swing. Of course.,"MONTICELLO, Ia. — Former vice president Joe Biden ordered his ice cream in a cone with a twist Tuesday, as he made an unannounced stop for soft serve at ..."
Is Joe Biden Too Centrist For Today's Democratic Party?,A lot of energy and media coverage of the 2020 Democratic field is focused on the far left-wing. But is that where most Democratic voters are? That's a key ...
The Two-Biden Problem,"Is the former vice president a far-seeing progressive or a centrist creep? He's both, and he's only going to win in 2020 if he figures out how to explain that ..."
Elizabeth Warren and Joe Biden have a history. It’s complicated.,Sen. Elizabeth Warren and Joe Biden could find themselves sharing a Democratic presidential primary debate stage this summer. It wouldn't be the first time ...
"Joe Biden Speaks To Pittsburgh Union Members, Kicks Off His Presidential Campaign",Joe Biden kicked off his presidential campaign with a pitch to union voters in Pittsburgh. Democrats need to win over middle class white voters to make a play for ...
"Joe Biden Looms, but Bernie Sanders Is Running His Own Race","The Vermont senator has been the front-runner in early campaigning, but Mr. Biden's expected entry could change that. Mr. Sanders is not likely to care."
Joe Biden's 2020 Ukrainian nightmare: A closed probe is revived | TheHill,Biden persuaded Ukraine to fire its prosecutor while he was investigating a natural gas firm that employed Biden's son on its board.
Joe Biden spotted in hometown of Scranton with camera crew ahead of possible 2020 run,Here's a clue Joe Biden might be moving forward with a possible 2020 presidential run: The former vice president was spotted on Thursday in his hometown of ...
Obama fundraiser and former hedge fund executive Eric Mindich plans to help Joe Biden in 2020 campaign,"Eric Mindich, a former hedge fund executive who helped raise money for Barack Obama's White House runs, plans to help former Joe Biden raise cash for the ..."
New poll shows Joe Biden as the leading 2020 Democratic candidate,The latest USC Dornsife/L.A. Times poll has former Vice President Joe Biden as the leading 2020 Democratic candidate. The poll also indicated a lukewarm ...
"NEW: Joe Biden in terrific shape, could visit Florida in May, brother says","Former Vice President Joe Biden, who launched his 2020 campaign for president on Thursday, should visit Florida soon, says his brother in Palm Beach County."
Watch Biden's video statement on personal space,"Former Vice President Joe Biden released a video on Twitter and said he will be ""more mindful about respecting personal space in the future."" The video comes ..."
Joe Biden And The Male Apology,"If Joe Biden wants to win, writes Steve Almond, he needs to start acting like the leader of a party that pushes not only for equal opportunity, but equal ..."
"The arc of Joe Biden: The ‘young fella’ becomes the candidate of experience, but is still chasing the presidency",Biden's approach in three presidential campaigns has focused on convincing Americans he can rescue them from the ills of a Republican president.
Biden’s campaign might start a lot like how ‘Butch Cassidy and the Sundance Kid’ ends,"In 1969, Joe Biden was a young lawyer in a big hurry, busy at home with the first of four children and busy at work on the first of his many political campaigns."
The Biden bump: 3 new polls show former VP extends lead over 2020 field,"Polls released Tuesday from CNN, Morning Consult and Quinnipiac suggest former Vice President Joe Biden received a significant bump among Democratic ..."
Elizabeth Warren vs. Joe Biden has been a grudge match since 2005,The fight that defines Warren vs. Biden: A battle over a landmark bankruptcy bill brought her directly into conflict with a key Democratic rival for the White House.
The Joe Biden Media Frenzy,"Once again, journalists are giving in to their own worst instincts."
Here's what went wrong in Biden's past presidential bids,CNN's Chris Cillizza explains what went wrong in Vice President Joe Biden's last two presidential campaigns.
5 Jewish things to know about Joe Biden,"Former VP who will announce his 2020 candidacy on Thursday has a long, deep Jewish record, from his oft-told anecdotes about Golda Meir to his Jewish ..."
Joe Biden’s handling of Anita Hill’s harassment allegations clouds his presidential prospects,"Joe Biden, preparing to enter the 2020 presidential race, has spent years trying to make amends for his handling of the Anita Hill sexual harassment allegations."
Joe Biden issues statement on misconduct allegations – video,"In a video posted to Twitter, Joe Biden defends his habit of hugging and touching people he meets but also says he will change his habits in the future."
"Unlike His Rivals, Biden Sees Trump as an Aberration","The key word in Joe Biden's announcement video is aberrant. If Donald Trump serves only one term, Biden declares, “I believe history will look back on four ..."
"News Brief: Border Crisis, Joe Biden, 2020 Census",The U.S. threatens to withhold aid to countries responsible for migrants trying to cross into the U.S. Former Vice President Biden faces allegations of misconduct.
The Gray Race for the White House,"For decades, the Democrats' path to the presidency has been about offering something new. But the two front-runners are among the oldest candidates ever."
Joe Biden should worry about the competition he faces,David Gergen has been a White House adviser to four presidents and is a senior political analyst at CNN. He is a professor of public *service* and the founding ...
Opinion: Joe Biden’s path to 2020 is strewn with cautionary tales,"Column: When Joe Biden finally declared for president, it marked a record-setting 32-year gap between his first hat-in-the-ring moment and his latest."
Joe Biden's Record On Privacy May Give Democrats Pause,"While 2020 Democratic contender Joe Biden hasn't announced an official stance on hot-button tech issues like breaking up Big Tech or net neutrality, his."
Video: Joe Biden’s interview on ‘The View’,Your browser does not currently recognize any of the video formats available. Click here to visit our frequently asked questions about HTML5 video.
"Joe Biden, inching closer to the presidential race, visits striking Stop & Shop workers in Boston",The former vice president was one of several political figures to encourage the grocery store workers on strike throughout New England.
"Biden calls for $15 minimum wage, public-option health plan in first campaign speech",Former Vice President Joe Biden endorsed a $15-an-hour federal minimum wage and an option for anyone to buy into Medicare in his first 2020 presidential...
Why Obama hasn't thrown his endorsement behind Biden,"Former Vice President Joe Biden announced his decision to run for president for a third time, answering one of the biggest outstanding questions about the ..."
Here's why you can't discount Joe Biden's early polling lead,A closer look at the data reveals why it's silly to dismiss Biden's lead as merely being because of name recognition -- though this doesn't mean Biden will win the ...
The Most Disturbing Thing about Joe Biden,Biden's dissembling about Curtis Dunn says so much more about him than any too-close shoulder grasp ever could.
Joe Biden and the Apologies That Weren’t,"The act of atoning may be difficult and complicated, but the concept is simple enough: You did something bad and it caused harm. A basic sense of decency ..."
Biden faces scrutiny for demanding ouster of Ukraine official probing firm that employed his son,"Former Vice President Joe Biden is facing new scrutiny over his past comments and actions in Ukraine, including bragging that he pressured the country to fire ..."
Biden's Campaign Kickoff Claims,Former Vice President Joe Biden kicked off his third campaign for president with a speech in Pittsburgh that contained a few false and misleading statements:.
"Abraham Lincoln, Joe Biden and the politics of touch","The news is filled with stories about inappropriate touching by politicians. But touch by politicians was long important in the US, and Abraham Lincoln's ..."
Joe Biden's campaign taps data analytics company backed by former Google chairman Eric Schmidt,"People close to Schmidt insist he has not participated in consulting for Biden or any 2020 Democrat that has hired the firm, Civis Analytics."
Has Joe Biden been caught in the crosshairs of his own hugs?: Phillip Morris,Mary Rose Oakar said one thing lingers in her memory. Joe Biden didn't protect Anita Hill. He helped feed her to the wolves.
Joe Biden Spotted in Scranton,"SCRANTON, Pa. — Former Vice President Joe Biden made a stop in his old hometown on Thursday. A homeowner in Scranton confirmed to Newswatch 16 that ..."
Joe Biden Called Heather Heyer’s Mother After Campaign Video Debut,"Susan Bro, whose daughter was killed at a white supremacist rally in Charlottesville, Va., said she warned Mr. Biden to tread carefully around the episode and ..."
Joe Biden's killer advantage heading into 2020 election,Joe Biden joined the 2020 race for president last week by declaring that the next election will be “a battle for the soul of this nation.”But his decision to make a ...
"Joe Biden enters 2020 race, Flyers remove Kate Smith statue and 2020 races - Inside Story","Host Tamala Edwards and the Insiders debated about the Kate Smith statue removal, the future of the Philadelphia Sheriff's office and how Former Vice ..."
Stephen Colbert Makes Fun of Joe Biden After Misconduct Claim,"Welcome to Best of Late Night, a rundown of the previous night's highlights that lets you sleep — and lets us get paid to watch comedy. If you're interested in ..."
Joe Biden: Congress has 'no alternative' but impeachment if Trump blocks followup probes of Mueller's findings,"Former Vice President Joe Biden says impeachment is the only ""constitutional resort"" Congress could turn to if President Trump blocks followup investigations of ..."
"Joe Biden Touts Middle Class, Unions in First Campaign Rally","Former Vice President Joe Biden, who's considered a 2020 front-runner, touted restoring America's middle class and strengthening unions Monday in his first ..."
"Joe Biden's mind 'totally in the clear' despite 1988 aneurysm, his brain surgeon says",Joe Biden's brain surgeon said his former patient is “totally in the clear” as speculation over the candidate's health -- with Biden possibly becoming the oldest ...
Joe Biden: 'I take responsibility' for Anita Hill's treatment,Joe Biden said Monday he takes responsibility for how Anita Hill was treated during her testimony against then-Supreme Court Justice Clarence Thomas in ...
Joe Biden is an affectionate guy. Is that a problem for a 2020 run?,"Elise Viebeck on scrutiny over Joe Biden's interactions with women. Caroline Kitchener on the only new Republican woman in the House. Plus, Christopher ..."
The Deep Rot Exposed by the Biden Flap,The problem isn't too much hugging but the rancor and triviality of our political debate.
Joe Biden spoke on the opioid crisis yesterday. Here's what you missed.,Penn Presidential Professor of Practice Joe Biden addressed a sold-out audience and held a conversation on the opioid crisis with Penn President Amy ...
"Joe Biden Learns That Logo Haters Are Gonna Hate Bad Design, But That May Not Matter","Joe Biden has been getting plenty of heat in his 2020 presidential bid for such things as questions about propriety, the Anita Hill, and previous lackluster ..."
"Obama Adviser Valerie Jarrett Defends Biden, Talks 2020 In Conversation About Memoir","Valerie Jarrett, longtime personal adviser to the Obamas, said in an interview with NPR's Audie Cornish airing Tuesday that former Vice President Joe Biden ..."
"How old are Joe Biden, Bernie Sanders, Pete Buttigieg? Ages of the Democratic hopefuls","Of the many hot topics taking center stage for the 2020 presidential election, age of the candidates is one of them. The ages of the 20 Democratic candidates ..."
"Has Car Ownership Peaked, and Is Joe Biden Too Physical?","Youngme, Felix, and Mihir discuss whether we have officially reached “peak car” — meaning can we now expect a steady decline in private car ownership?"
